time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,paymentservice_error,frontend_error,frontend-external_error,productcatalogservice_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692660205,0.8920903263837728,3.5500423382968243,0.670473498642006,5.12767809302331,0.5198540412735608,12.090197824031494,4.921459642033462,0.3634994874701244,5.850911460167299,4.140658702371046,0.2164656578756719,0.8025102404289641,96124928,42876928,14274560,44941312,42127360,19730432,127713280,33800192,9682944,50024448,3215360,8982528,102.0,106.0,0.0,306.455,0.0,76.0,76.0,0.0,714.0,76.0,34.0,0,0,0,0,0.0003317356205852,0.0017787542988154,0.3519736842105263,0.0010377702548545,0.00277304964539,1.4829009433962264,0.0026124031007751,0.0004872996673722,0.1762864881131507,0.0003832958380202,0.0033839009287925,0.0044022162781811,1.1676470588235288,0.004239775752029,0.004554609929078,2.297995283018868,0.0045720930232558,0.2188874587724238,0.2373156786036713,0.0038618644067796
1692660206,0.8920903263837728,3.5500423382968243,0.670473498642006,5.12767809302331,0.5198540412735608,12.090197824031494,4.921459642033462,0.3634994874701244,4.69732681497594,4.140658702371046,0.2208481304252113,0.8025102404289641,96124928,42876928,14274560,44941312,42127360,19730432,127713280,33800192,9682944,50024448,3215360,8982528,74.0,98.0,8.0,340.0,8.0,46.0,60.0,4.0,512.0,34.0,38.0,0,0,0,0,0.0003379378391711,0.0018212765957446,0.3461538461538461,0.001364058445992,0.00277304964539,1.478936170212766,0.0026097560975609,0.100016846361186,0.1772342289719626,0.0003896895787139,0.0034697609001406,0.0044754609929078,1.1235294117647054,0.0043125768127816,0.004554609929078,2.2971489361702124,0.0045739837398373,0.2200033692722371,0.2390216121495327,0.0038956175298804
1692660207,0.8920903263837728,3.370974704460008,0.670473498642006,5.196032452637963,0.5198540412735608,12.090197824031494,4.921459642033462,0.3634994874701244,4.796002377614931,4.140658702371046,0.2252306029747506,0.6359470828935941,96124928,42876928,14274560,44941312,42127360,19730432,127713280,33800192,9682944,50024448,3215360,8982528,36.242,72.0,4.0,278.0,4.0,46.0,28.0,6.0,474.0,56.0,16.0,0,0,0,0,0.0003379378391711,0.001815395580898,0.3453947368421053,0.0012344808891298,0.0027611940298507,1.4782640949554895,0.002563025210084,0.0087500000000004,0.1772342289719626,0.0003858093126385,0.0034697609001406,0.0044748396293656,1.01,0.0042950393060449,0.0045522388059701,2.297077151335311,0.0045663865546218,0.2199786260686966,0.2390216121495327,0.0038754098360655
1692660208,0.8920903263837728,3.370974704460008,0.670473498642006,5.196032452637963,0.5470250709038672,12.090197824031494,4.921459642033462,0.3634994874701244,4.851876429360382,4.140658702371046,0.2629483529723611,0.6494312034457315,96124928,42876928,14274560,44941312,42127360,19730432,127713280,33800192,9457664,50024448,3215360,8982528,34.0,78.0,4.0,168.0,4.0,30.0,34.0,2.0,428.0,76.0,26.0,0,0,0,0,0.0003373075215994,0.0018208584604469,0.34375,0.0012392538523925,0.0027391304347826,1.4739198408186471,0.0025806451612903,0.0027160964830377,0.1771258762572386,0.0003885809312638,0.0034580853999995,0.0044754168144732,0.9945945945945944,0.0042958637469586,0.0045478260869565,2.2961483797612283,0.0045677419354838,0.219821156334615,0.2388265772630295,0.0038899598393574
1692660209,0.6772271313186244,3.370974704460008,0.670473498642006,5.196032452637963,0.5470250709038672,12.090197824031494,4.921459642033462,0.3415204742775699,4.9498888548733575,4.140658702371046,0.2629483529723611,0.6629153239978686,96124928,42876928,14274560,44941312,42127360,19730432,127713280,33558528,9457664,50024448,3215360,8982528,52.0,98.0,0.0,358.0,0.0,46.0,54.0,2.0,486.016,66.0,22.0,0,0,0,0,0.0003373093949827,0.0018208584604469,0.34375,0.0012392538523925,0.0027391304347826,1.4739198408186471,0.0025806451612903,0.1000392964071856,0.1781369661266568,0.0003885809312638,0.0034581100141043,0.0044754168144732,0.9945945945945944,0.0042958637469586,0.0045478260869565,2.2961483797612283,0.0045677419354838,0.2200078592814371,0.2406465390279823,0.0038899598393574
1692660210,0.6588017008980276,3.370974704460008,0.670473498642006,5.196032452637963,0.5470250709038672,12.090197824031494,4.921459642033462,0.3415204742775699,5.047901280386335,4.140658702371046,0.2629483529723611,0.6763994445500058,96178176,42876928,14274560,44941312,42127360,19730432,127713280,33558528,9457664,50024448,3215360,8982528,40.0,90.0,4.0,196.0,4.0,42.0,40.0,2.0,518.0,60.0,24.0,0,0,0,0,0.0003262753838533,0.0017850175575497,0.3486842105263157,0.0011131856998118,0.0027391304347826,1.4715368608799049,0.0025806451612903,0.0004870562966312,0.1781826568265682,0.0003862857142857,0.0032926829268292,0.0044756145142411,0.9783783783783782,0.0042717325227963,0.0045478260869565,2.2957342449464924,0.0045677419354838,0.2187462722656565,0.2407287822878228,0.0038783157894736
1692660211,0.6725590757179626,2.939901950308561,0.7359559914583883,5.196032452637963,0.5377666903027492,12.090197824031494,4.921459642033462,0.3415204742775699,5.880745530778602,4.181881075967278,0.2629483529723611,0.6898835651021429,96178176,42876928,14110720,44941312,42127360,19730432,127713280,33558528,9457664,50024448,3215360,8982528,34.0,62.0,0.0,276.0,0.0,38.0,36.0,2.0,452.0,56.0,42.0,0,0,0,0,0.0003315738963531,0.0017833806818181,0.3562499999999999,0.0014124668435013,0.0027391304347826,1.4712765957446812,0.0026528925619834,0.1000446030330062,0.178243601059135,0.0003928170594837,0.0033776141384388,0.0044646306818181,0.9804878048780484,0.0043308753315649,0.0045478260869565,2.295957446808511,0.0045834710743801,0.2200089206066012,0.240838481906443,0.0039112426035502
1692660212,0.6863164505378976,2.883719038567561,0.7359559914583883,5.196032452637963,0.5377666903027492,12.090197824031494,4.921459642033462,0.3415204742775699,5.880745530778602,4.181881075967278,0.2629483529723611,0.70336768565428,96178176,42876928,14110720,44941312,42127360,19730432,127713280,33558528,9457664,50024448,3215360,8982528,34.0,66.0,6.0,244.0,6.0,34.0,36.0,6.0,462.0,54.0,34.0,0,0,0,0,0.0003315738963531,0.0017764285714285,0.3618421052631579,0.001246499339498,0.0027230769230769,1.4729271171437004,0.0025762711864406,0.0159999999999929,0.178243601059135,0.000388327721661,0.0033776141384388,0.0044638571428571,0.9775,0.0042974900924702,0.0045446153846153,2.2963558571850107,0.0045694915254237,0.2199910687704674,0.240838481906443,0.003888798370672
1692660213,0.7000738253578325,2.827536126826561,0.7359559914583883,5.196032452637963,0.5377666903027492,12.090197824031494,4.921459642033462,0.3415204742775699,5.880745530778602,4.181881075967278,0.2629483529723611,0.8090472331282298,96178176,42876928,14110720,44941312,42127360,19730432,127713280,33558528,9457664,50024448,3215360,8982528,34.0,68.0,0.0,160.0,0.0,50.0,44.0,0.0,432.0,44.0,10.0,0,0,0,0,0.0003314620162446,0.0017833806818181,0.375,0.0012536508354163,0.0027714285714285,1.4726143421795597,0.0026062992125984,0.003695652173913,0.1781978527607362,0.0003933782267115,0.0033759177679882,0.0044646306818181,0.9806818181818182,0.0042987238521247,0.0045542857142857,2.2965556182947484,0.004571653543307,0.219850123957629,0.2407561349693252,0.0039139489194499
1692660214,0.7138312001777674,2.771353215085561,0.7359559914583883,5.196032452637963,0.5377666903027492,12.090197824031494,4.921459642033462,0.3415204742775699,5.880745530778602,4.181881075967278,0.2629483529723611,0.8090472331282298,96178176,42876928,14110720,44941312,42127360,19730432,127713280,33558528,9457664,50024448,3215360,8982528,36.0,76.0,0.0,178.0,0.0,30.0,22.0,0.0,396.0,76.0,12.0,0,0,0,0,0.0003314620162446,0.0017833806818181,0.375,0.0012536508354163,0.0027714285714285,1.4726143421795597,0.0026062992125984,0.1001280908888393,0.1781433177022274,0.0003933782267115,0.0033759177679882,0.0044646306818181,0.9806818181818182,0.0042987238521247,0.0045542857142857,2.2965556182947484,0.004571653543307,0.2200256181777679,0.2406579718640093,0.0039139489194499
1692660215,0.8254424891960962,3.7539373078261393,0.7359559914583883,5.196032452637963,0.5377666903027492,12.090197824031494,4.921459642033462,0.3109529830029747,5.880745530778602,4.181881075967278,0.2629483529723611,0.8062766870654183,96178176,43048960,14110720,44941312,42127360,19730432,127713280,33558528,9457664,50024448,3215360,9019392,66.0,62.0,0.0,286.0,0.0,52.0,58.0,0.0,406.0,40.0,16.0,0,0,0,0,0.000325036603221,0.0017638780297107,0.3843750000000001,0.0010988113991121,0.0027714285714285,1.4742777122641513,0.0026062992125984,0.0004892733041244,0.1780532598714417,0.0003895348837209,0.0032710097719869,0.0044616106333072,0.9797619047619048,0.0042715451811542,0.0045542857142857,2.2969781839622647,0.004571653543307,0.2188431010983724,0.240495867768595,0.0038953974895397
1692660216,0.8254424891960962,3.7539373078261393,0.7359559914583883,5.196032452637963,0.5377666903027492,10.308472087480542,5.028307537679703,0.3109529830029747,5.880745530778602,4.181881075967278,0.2629483529723611,0.8062766870654183,96178176,43048960,14110720,44941312,42127360,19730432,127746048,33558528,9457664,50024448,3215360,9019392,44.0,74.0,0.0,348.0,0.0,42.0,40.0,2.0,418.286,36.0,16.0,0,0,0,0,0.0003305991440798,0.0017751882395123,0.3839285714285714,0.0013974529052799,0.0027714285714285,1.474040632054176,0.0026363636363636,0.0099390336134431,0.1779269366197183,0.0003962857142857,0.0033627769571639,0.0044560057368232,0.9755813953488373,0.0043270363491642,0.0045542857142857,2.2968397291196387,0.0045801652892561,0.2199887177434772,0.2402684859154929,0.0039278431372549
1692660217,0.8254424891960962,3.7539373078261393,0.7359559914583883,5.294574081693596,0.5377666903027492,10.418270613057093,5.028307537679703,0.3109529830029747,5.880745530778602,4.181881075967278,0.2629483529723611,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33558528,9457664,50024448,3215360,9019392,44.0,98.0,8.0,254.0,8.0,32.0,38.0,4.0,424.0,64.0,34.0,0,0,0,0,0.0003305991440798,0.0017658959537572,0.3898809523809523,0.0012519184969568,0.0027538461538461,1.4752804014167653,0.002575221238938,0.0048723404255318,0.1779269366197183,0.0003905714285714,0.0033627769571639,0.0044549132947976,0.9737499999999998,0.0042973802593278,0.0045507692307692,2.2971812278630463,0.0045716814159292,0.2199664304364043,0.2402684859154929,0.0039004081632653
1692660218,0.8254424891960962,3.7539373078261393,0.6364309446513743,5.294574081693596,0.5377666903027492,12.304882549771506,5.028307537679703,0.3109529830029747,5.880745530778602,4.181881075967278,0.2629483529723611,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33558528,9457664,50024448,3215360,9019392,64.0,70.0,6.0,248.0,6.0,52.0,40.0,4.0,426.0,72.0,22.0,0,0,0,0,0.0003306451612903,0.0017703383729301,0.3869047619047619,0.0012560718057022,0.0027846153846153,1.473986390700312,0.002593220338983,0.0033191489361702,0.1780461538461538,0.0003934285714285,0.0033634756995581,0.0044554355651547,0.9804878048780484,0.0042980992608236,0.004556923076923,2.297178905585483,0.0045728813559322,0.2198008899615355,0.2404830769230769,0.0039144
1692660219,0.8254424891960962,3.7539373078261375,0.7337813023821327,5.294574081693596,0.5377666903027492,12.304882549771506,5.028307537679703,0.3109529830029747,5.880745530778602,4.181881075967278,0.2629483529723611,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33558528,9457664,50024448,3215360,9019392,52.0,56.0,2.0,228.0,2.0,34.0,40.0,2.0,420.0,42.0,24.0,0,0,0,0,0.0003306451612903,0.0017703383729301,0.3869047619047619,0.0012560718057022,0.0027846153846153,1.473986390700312,0.002593220338983,0.0047553191489361,0.1779246676514032,0.0003934285714285,0.0033634756995581,0.0044554355651547,0.9804878048780484,0.0042980992608236,0.004556923076923,2.297178905585483,0.0045728813559322,0.2199540839181723,0.2402644017725258,0.0039144
1692660220,0.8254424891960962,3.3951821236485906,0.7337813023821327,5.294574081693596,0.5377666903027492,12.304882549771506,5.057280073780756,0.3109529830029748,5.880745530778602,4.181881075967278,0.2232365779647103,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33558528,9457664,50024448,3215360,9019392,44.145,86.0,0.0,186.0,0.0,38.0,30.0,4.0,468.0,56.0,6.0,0,0,0,0,0.0003250608272506,0.001776387802971,0.3780487804878049,0.0011089972822199,0.0027846153846153,1.473777777777778,0.002593220338983,0.000490781654731,0.1780046224961479,0.0003905131264916,0.0032714285714285,0.0044616106333072,0.9777777777777776,0.0042707767129166,0.004556923076923,2.2972444444444444,0.0045728813559322,0.2189217656991235,0.2404083204930662,0.003888322717622
1692660221,0.8254424891960962,3.9439244315738806,0.7337813023821327,5.294574081693596,0.5640239977432495,12.304882549771506,5.057280073780756,0.3109529830029748,5.880745530778602,4.197571430368882,0.2188541054151709,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33558528,9457664,50024448,3215360,9019392,40.0,84.0,4.0,212.0,4.0,42.0,30.0,2.0,512.0,70.0,28.0,0,0,0,0,0.0003295508274231,0.0017712323816407,0.3808139534883721,0.0013850865512649,0.0027846153846153,1.47379663913415,0.0026637168141592,0.1000730665467625,0.1778803545051698,0.0003945818610129,0.0033464285714285,0.0044594868088182,1.0499999999999974,0.0043230359520639,0.004556923076923,2.2974935915693537,0.0045893805309734,0.2200146133093525,0.2401846381093058,0.0039083503054989
1692660222,0.8395516513534897,3.9439244315738806,0.7337813023821327,5.294574081693596,0.5640239977432495,12.304882549771506,5.057280073780756,0.3109529830029748,5.880745530778602,4.197571430368882,0.2144716328656316,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33558528,9457664,50024448,3215360,9019392,60.0,66.0,4.0,218.0,4.0,56.0,44.0,2.0,514.0,50.0,30.0,0,0,0,0,0.0003295491919454,0.0017640857869865,0.3717948717948717,0.0012531341691117,0.0027685950413223,1.4732275289231684,0.0026181818181818,0.012499999999995,0.1778803545051698,0.000389281507656,0.0033464026845207,0.0044586695747001,1.0428571428571427,0.0042967191251,0.0045537190082644,2.297493325422723,0.0045818181818181,0.2199887395841153,0.2401846381093058,0.0038820295983086
1692660223,0.8395516513534897,3.9439244315738806,0.7337813023821327,4.531257377226406,0.5640239977432495,12.304882549771506,5.057280073780756,0.3021878775137133,5.880745530778602,4.197571430368882,0.1657367874999948,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33374208,9457664,50024448,3215360,9019392,34.0,82.0,4.0,266.0,4.0,24.0,30.0,2.0,458.0,78.0,30.0,0,0,0,0,0.0003294381491973,0.0017698986975397,0.3779761904761904,0.0012594019933554,0.0027460317460317,1.4753191489361703,0.0026410256410256,0.0039637305699482,0.1779271665642286,0.0003934040047114,0.0033446428571428,0.0044593342981186,1.1593749999999996,0.0042978073089701,0.0045492063492063,2.297787234042553,0.0045829059829059,0.2198591655940031,0.2402688998156116,0.0039026694045174
1692660224,0.8395516513534897,3.9439244315738806,0.6407235652703098,5.551537431515005,0.4769950948914661,12.304882549771506,5.057280073780756,0.3021878775137133,4.993014322099067,4.197571430368882,0.2748761436067992,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33374208,9457664,50024448,3088384,9019392,52.0,80.0,0.0,238.0,0.0,42.0,52.0,0.0,392.0,34.0,18.0,0,0,0,0,0.0003294381491973,0.0017698986975397,0.3779761904761904,0.0012594019933554,0.0027460317460317,1.4753191489361703,0.0026410256410256,0.1001740008980691,0.177885462555066,0.0003934040047114,0.0033446428571428,0.0044593342981186,1.1593749999999996,0.0042978073089701,0.0045492063492063,2.297787234042553,0.0045829059829059,0.2200348001796138,0.2401938325991189,0.0039026694045174
1692660225,0.8395516513534897,3.9439244315738806,0.6284938768972742,5.551537431515005,0.4675946949290787,12.304882549771506,5.057280073780756,0.3021878775137133,4.895001896586091,4.197571430368882,0.2748761436067992,0.8062766870654183,96178176,43048960,14110720,46399488,42127360,19513344,127746048,33374208,9457664,50024448,3088384,9019392,42.0,68.0,4.0,280.0,6.0,36.0,34.0,4.0,358.0,38.0,22.0,0,0,0,0,0.0003254739912493,0.0017861854870003,0.3782051282051282,0.0011232268233271,0.0027460317460317,1.4767099056603774,0.0026410256410256,0.0004898574768117,0.1779807398349128,0.0003845029239766,0.0032787096774193,0.004457819169577,1.2062499999999994,0.0042741653532024,0.0045492063492063,2.298172169811321,0.0045829059829059,0.2188540834265623,0.2403653317028432,0.0038565217391304
1692660226,0.8395516513534897,3.9439244315738806,0.7206525274766145,5.551537431515005,0.573862116188549,12.304882549771506,5.057280073780756,0.3021878775137133,5.773255389390326,4.165657654940247,0.2748761436067992,0.8062766870654183,96178176,43048960,14315520,46399488,42127360,19513344,127746048,33374208,9506816,50024448,3088384,9019392,28.0,106.0,4.0,256.0,4.0,26.0,38.0,2.0,472.0,80.0,14.0,0,0,0,0,0.0003298398492699,0.0017961715703651,0.3839285714285714,0.0014186046511627,0.0027460317460317,1.4754237288135594,0.0026347826086956,0.0174999999999957,0.1779454865181711,0.0003904816513761,0.0033509601181683,0.004453385324353,1.1593749999999996,0.0043293868921775,0.0045492063492063,2.2977966101694918,0.0045826086956521,0.2199933155080214,0.2403018757327081,0.0038881632653061
1692660227,0.8395516513534897,3.9439244315738806,0.7206525274766145,5.551537431515005,0.573862116188549,12.304882549771506,5.057280073780756,0.3021878775137133,5.773255389390326,4.165657654940247,0.2748761436067992,0.6087007622222194,96178176,43048960,14315520,46399488,42127360,19513344,127746048,33374208,9506816,50024448,3088384,9019392,50.0,58.0,8.0,148.0,8.0,44.0,40.0,8.0,418.0,54.0,36.0,0,0,0,0,0.0003298398492699,0.0017944621938232,0.3839285714285713,0.001276923076923,0.0027419354838709,1.4766725352112675,0.002603448275862,0.0124999999999985,0.1779454865181711,0.0003893348623853,0.0033509601181683,0.0044531771388001,1.1781249999999994,0.0043088231426692,0.0045483870967741,2.298151408450704,0.0045758620689655,0.2199888558692422,0.2403018757327081,0.0038823045267489
1692660228,0.8395516513534897,3.9439244315738806,0.7206525274766145,5.551537431515005,0.573862116188549,12.304882549771506,5.057280073780756,0.3268351296958856,5.773255389390326,4.165657654940247,0.2748761436067992,0.693029936660036,96178176,43048960,14315520,46399488,42127360,19513344,127746048,33374208,9506816,50024448,3088384,9019392,42.0,86.0,4.0,240.0,4.0,32.0,38.0,2.0,406.0,56.0,20.0,0,0,0,0,0.0003307746811525,0.0018002827854365,0.3835227272727272,0.0012817049180327,0.002731343283582,1.4763313609467454,0.0026229508196721,0.00397461928934,0.1780621572212065,0.0003927752293577,0.0033654465592972,0.0044550724637681,1.2029411764705875,0.0043100590163934,0.0045462686567164,2.297971259509721,0.0045770491803278,0.2198594979393031,0.2405118829981718,0.0038995983935742
1692660229,0.8614471078362558,3.422460934300311,0.7206525274766145,5.551537431515005,0.573862116188549,12.304882549771506,5.057280073780756,0.3268351296958856,5.773255389390326,4.165657654940247,0.2748761436067992,0.6796652136978104,96178176,43048960,14315520,46399488,42127360,19513344,127746048,33374208,9506816,50024448,3088384,9019392,52.0,100.0,0.0,202.0,0.0,48.0,42.0,0.0,486.0,74.0,14.0,0,0,0,0,0.0003307746811525,0.0018002827854365,0.3835227272727272,0.0012817049180327,0.002731343283582,1.4763313609467454,0.0026229508196721,0.100077870068229,0.1780518149882904,0.0003927752293577,0.0033654465592972,0.0044550724637681,1.2029411764705875,0.0043100590163934,0.0045462686567164,2.297971259509721,0.0045770491803278,0.2200155740136458,0.2404932669789227,0.0038995983935742
1692660230,0.8614471078362558,4.347609476208014,0.7206525274766145,5.551537431515005,0.573862116188549,12.304882549771506,5.057280073780756,0.3268351296958856,5.773255389390326,4.165657654940247,0.2748761436067992,0.6663004907355847,96178176,43057152,14315520,46399488,42127360,19513344,127746048,33374208,9506816,50024448,3088384,9019392,62.0,76.0,6.0,260.0,6.0,38.0,38.0,6.0,508.0,60.0,34.0,0,0,0,0,0.0003271393643031,0.0018095238095238,0.3808139534883721,0.0011282307582464,0.002731343283582,1.4774728500146757,0.0026229508196721,0.000490982789574,0.1781861246943765,0.0003850344036697,0.0033073015873015,0.0044639016897081,1.1593749999999996,0.0042827645294873,0.0045462686567164,2.2983122982095683,0.0045770491803278,0.2188865731532167,0.2407350244498778,0.0038594479830148
1692660231,0.8614471078362558,4.347609476208014,0.7206525274766145,5.551537431515005,0.573862116188549,12.304882549771506,5.057280073780756,0.3268351296958856,5.773255389390326,4.165657654940247,0.2748761436067992,0.6529357677733592,96178176,43057152,14315520,46399488,42127360,19513344,127746048,33374208,9506816,50024448,3088384,9019392,60.0,76.0,0.0,260.0,0.0,52.0,46.0,2.0,564.0,80.0,10.0,0,0,0,0,0.0003324188931297,0.0018191078328064,0.3808139534883721,0.0014135901551631,0.002731343283582,1.4795774647887323,0.00265,0.1001441987724617,0.1781798245614035,0.000390360766629,0.0033901449275362,0.0044582367404285,1.1676470588235288,0.0043443552701979,0.0045462686567164,2.298619718309859,0.0045566666666666,0.2200288397544923,0.2407236842105263,0.0038875502008032
1692660232,0.8614471078362558,4.347609476208014,0.7206525274766145,5.483641912516897,0.573862116188549,12.179540500008022,5.057280073780756,0.3268351296958856,5.773255389390326,4.165657654940247,0.2748761436067992,0.6395710448111335,96178176,43057152,14315520,44359680,42127360,19730432,127746048,33374208,9506816,50024448,3088384,9019392,54.0,74.0,0.0,178.0,0.0,50.0,42.0,0.0,463.839,60.0,14.0,0,0,0,0,0.0003324188931297,0.0018141093474426,0.3720238095238095,0.0012700964630225,0.00271875,1.4783759929390998,0.0025999999999999,0.1000111119342173,0.1781798245614035,0.0003869785794813,0.0033901449275362,0.0044576366843033,1.0499999999999998,0.0043157556270096,0.0045437499999999,2.2981465136804946,0.00452,0.2200022223868434,0.2407236842105263,0.0038699588477366
1692660233,0.8614471078362558,4.347609476208014,0.772009655242395,5.483641912516897,0.573862116188549,12.179540500008022,5.022577450306624,0.3268351296958856,5.773255389390326,4.165657654940247,0.2748761436067992,0.6262063218489079,96178176,43057152,14315520,44359680,42127360,19730432,127750144,33374208,9506816,50024448,3088384,9019392,76.0,108.0,4.0,412.0,4.0,48.0,62.0,4.0,458.0,58.0,16.0,0,0,0,0,0.0003317580340264,0.001818692902319,0.3779761904761904,0.0012749498997995,0.0027121212121212,1.4788087862573922,0.0026190476190476,0.0039351851851852,0.1783297611757501,0.000390360766629,0.0033803183791606,0.0044581869290231,0.99875,0.0043165531062124,0.0045424242424242,2.2981272880878625,0.0045238095238095,0.2198461826347305,0.2409935701163503,0.0038875502008032
1692660234,0.8717684859316779,4.347609476208014,0.772009655242395,5.483641912516897,0.5738621161885491,12.18354191815196,5.022577450306624,0.3268351296958856,5.773255389390326,4.165657654940247,0.2748761436067992,0.7904805754190053,96182272,43057152,14315520,44359680,42127360,19730432,127750144,33374208,9506816,50024448,3088384,9101312,42.0,74.0,0.0,266.0,0.0,42.0,40.0,0.0,450.0,54.0,16.0,0,0,0,0,0.0003317580340264,0.001818692902319,0.3779761904761904,0.0012749498997995,0.0027121212121212,1.4788087862573922,0.0026190476190476,0.1001331262480585,0.1782189781021897,0.000390360766629,0.0033803183791606,0.0044581869290231,0.99875,0.0043165531062124,0.0045424242424242,2.2981272880878625,0.0045238095238095,0.2200266252496117,0.2407941605839416,0.0038875502008032
1692660235,0.8717684859316779,4.599566622315013,0.772009655242395,5.483641912516897,0.5738621161885491,12.18354191815196,5.022577450306624,0.3268351296958856,5.773255389390326,4.165657654940247,0.2748761436067992,0.7904805754190053,96182272,43057152,14315520,44359680,42127360,19730432,127750144,33374208,9506816,50024448,3088384,9101312,46.0,84.0,6.0,210.0,6.0,40.0,36.0,4.0,524.0,66.0,26.0,0,0,0,0,0.000328206405687,0.0018289723170269,0.3780487804878049,0.0011485517636937,0.0027121212121212,1.4753893623273582,0.0026190476190476,0.0004891604993645,0.1783633312995729,0.0003847254004576,0.0033249594354224,0.0044616609783845,0.9923076923076924,0.0042957843418411,0.0045424242424242,2.297193652659418,0.0045238095238095,0.2187636247911528,0.2410539963392312,0.0038577494692144
1692660236,0.8717684859316779,4.599566622315013,0.772009655242395,5.483641912516897,0.5738621161885491,12.18354191815196,5.022577450306624,0.3268351296958856,5.773255389390326,4.15976271784316,0.2748761436067992,0.7904805754190053,96182272,43057152,14315520,44359680,42127360,19730432,127750144,33374208,9506816,50163712,3088384,9101312,70.0,94.0,0.0,380.0,0.0,58.0,58.0,2.0,448.0,38.0,16.0,0,0,0,0,0.0003330184222957,0.0018287292817679,0.3720238095238095,0.0014216772151898,0.0027121212121212,1.4740943555181127,0.0026260162601626,0.1001045948326482,0.1783226464587583,0.0003907657657657,0.0033988603988604,0.0044552486187845,0.98625,0.004343829113924,0.0045424242424242,2.2968407750631843,0.0045252032520325,0.2200209189665296,0.2409807636257651,0.0038896
1692660237,0.8717684859316779,4.599566622315013,0.772009655242395,5.483641912516897,0.5648208736721788,12.18354191815196,5.022577450306624,0.3268351296958856,5.84703248111118,4.15976271784316,0.2748761436067992,0.7904805754190053,96182272,43057152,14315520,44359680,42127360,19730432,127750144,33374208,9490432,50163712,3088384,9101312,42.0,42.0,4.0,176.0,4.0,44.0,28.0,6.0,454.0,58.0,22.0,0,0,0,0,0.0003330184222957,0.0018254847645429,0.375,0.0012706668413467,0.002703125,1.4717671152720888,0.0026097560975609,0.1000495813133539,0.1783226464587583,0.0003885135135135,0.0033988603988604,0.0044548476454293,0.97875,0.0043132451198742,0.0045406249999999,2.296459918080749,0.0045219512195121,0.2200099162626707,0.2409807636257651,0.0038780487804878
1692660238,0.8717684859316779,4.599566622315013,0.772009655242395,5.483641912516897,0.5003986531108147,12.18354191815196,5.022577450306624,0.2787631293697824,5.847032481111179,4.15976271784316,0.2748761436067992,0.7904805754190053,96182272,43057152,14315520,44359680,42127360,19730432,127750144,33374208,9490432,50163712,3088384,9101312,42.0,56.0,0.0,228.0,0.0,38.0,42.0,0.0,462.0,54.0,8.0,0,0,0,0,0.0003328984819734,0.0018307480179248,0.3720238095238095,0.0012751862014896,0.0027185185185185,1.4709302325581397,0.0026279069767441,0.0039816513761467,0.1784787915776625,0.0003918918918918,0.0033971346704871,0.004455498104102,0.9841463414634148,0.004313994511956,0.0045437037037037,2.2962034183244606,0.0045255813953488,0.2198541635742912,0.2412618248397925,0.003895238095238
1692660239,0.8717684859316779,4.599566622315013,0.772009655242395,5.483641912516897,0.5876710721668872,12.18354191815196,5.0995704501357215,0.2733158772081843,5.847032481111179,4.15976271784316,0.2748761436067992,0.7904805754190053,96182272,43057152,14315520,44359680,42127360,19730432,127750144,33374208,9490432,50163712,3088384,9101312,48.0,78.0,4.0,190.0,4.0,54.0,36.0,2.0,460.0,56.0,18.0,0,0,0,0,0.0003328984819734,0.0018307480179248,0.3720238095238095,0.0012751862014896,0.0027185185185185,1.4709302325581397,0.0026278397740768,0.1001045948326482,0.1785097981866042,0.0003918918918918,0.0033971346704871,0.004455498104102,0.9841463414634148,0.004313994511956,0.0045437037037037,2.2962034183244606,0.0045255679548153,0.2200209189665296,0.2413176367358877,0.003895238095238
