time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,paymentservice_error,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692611922,1.0297654411452255,5.442115586661549,0.9425373555978008,6.818191070460331,0.6495010885255154,14.739008472012047,6.260132118284935,0.3010678963699705,5.926125755457548,4.894255358076222,0.3296372468708661,0.750499360152627,92794880,40824832,11198464,41013248,42090496,17223680,64405504,35463168,9158656,45559808,3194880,9256960,68.0,128.0,14.0,444.0,14.0,78.0,66.0,12.0,748.0,96.0,46.0,0,0,0,0.0003345494345129,0.0019213836477987,0.0204824561403508,0.0014524174980813,0.0026699029126213,0.0216994633273703,0.0017552447552447,0.0003102373468018,0.0033051288726894,0.0003760096930533,0.0034842572062084,0.0045318658280922,0.0412132352941176,0.0043951650038372,0.0045339805825242,0.0810580204778157,0.0043958041958041,0.0029993956791056,0.0066433486238532,0.0038199677938808
1692611923,1.0297654411452255,5.442115586661549,0.9425373555978008,6.818191070460331,0.6495010885255154,14.739008472012047,6.260132118284935,0.2949786740599257,6.046067582182949,4.894255358076222,0.3296372468708661,0.9360491818504956,92794880,40824832,11198464,41013248,42090496,17223680,64405504,35463168,9158656,45559808,3194880,8814592,44.0,104.0,6.0,380.0,6.0,56.0,54.0,6.0,554.0,72.0,44.0,0,0,0,0.0003345494345129,0.0019213836477987,0.0204824561403508,0.0014096805421103,0.0026699029126213,0.0216994633273703,0.0017552447552447,0.0003120546109923,0.0032907292954264,0.0003760096930533,0.0034842572062084,0.0045318658280922,0.0412132352941176,0.0043813746369796,0.0045339805825242,0.0810580204778157,0.0043958041958041,0.0030476622878444,0.0064235159817351,0.0038199677938808
1692611924,1.0297654411452255,5.442115586661549,0.9425373555978008,6.818191070460331,0.6495010885255154,14.926795109184209,6.260132118284935,0.3783895364597437,6.16600940890835,4.894255358076222,0.3271834744974741,0.9360491818504956,92794880,40824832,11198464,41013248,42090496,17223680,64405504,35532800,9158656,45559808,3059712,8814592,42.0,66.0,0.0,256.0,0.0,54.0,34.0,6.0,394.0,42.0,24.0,0,0,0,0.0003391689111196,0.0019213836477987,0.0204824561403508,0.0014096805421103,0.0026699029126213,0.0216994633273703,0.0018028169014084,0.0003120562992265,0.0032907292954264,0.0003760096930533,0.0035472283813747,0.0045318658280922,0.0412132352941176,0.0043813746369796,0.0045339805825242,0.0810580204778157,0.0043830985915492,0.0030477069597069,0.0064235159817351,0.0038199677938808
1692611925,1.0297654411452255,5.442115586661549,0.9425373555978008,6.818191070460331,0.6495010885255154,14.926795109184209,6.260132118284935,0.3783895364597437,6.285951235633752,4.868911508300155,0.3246958148270341,0.9360491818504956,92794880,40824832,11198464,41013248,42090496,17223680,64405504,35532800,9158656,45559808,3059712,8814592,68.0,98.0,4.0,262.0,4.0,56.0,52.0,2.0,688.0,88.0,32.0,0,0,0,0.0003354441997063,0.0019213836477987,0.0204824561403508,0.0014096805421103,0.0026699029126213,0.0216994633273703,0.0016802721088435,0.0003120562992265,0.0032907292954264,0.0003760096930533,0.0034966887417218,0.0045318658280922,0.0412132352941176,0.0043813746369796,0.0045339805825242,0.0810580204778157,0.0043578231292517,0.0030477069597069,0.0064235159817351,0.0038199677938808
1692611926,1.0297654411452255,5.442115586661549,0.9425373555978008,6.705188948544986,0.6495010885255154,14.926795109184209,6.294561736885767,0.3783895364597437,7.196509603524091,4.955299683587794,0.3246958148270341,0.9360491818504956,92794880,40824832,11198464,41013248,42090496,17223680,64409600,35532800,9158656,45559808,3059712,8814592,78.0,134.0,4.0,380.0,4.0,60.0,84.0,4.0,724.0,98.0,42.0,0,0,0,0.0003287593984962,0.0018506315211422,0.0205621301775147,0.0012881951622906,0.002701923076923,0.0214317054559328,0.0017272727272727,0.0003108453584819,0.0032569690826153,0.0003794295592048,0.0033471153846153,0.0044940142778693,0.0413768115942029,0.0043419888360554,0.0045403846153846,0.0758526187576126,0.0043454545454545,0.0030070881226053,0.0057951030927835,0.003841610738255
1692611927,1.0297654411452255,5.442115586661549,0.9425373555978008,6.705188948544986,0.6495010885255154,14.926795109184209,6.294561736885767,0.3783895364597437,7.360754259818745,4.955299683587794,0.3246958148270341,0.9360491818504956,92794880,40824832,11198464,41013248,42090496,17223680,64409600,35532800,9510912,45559808,3059712,8814592,64.0,104.0,4.0,256.0,4.0,42.0,56.0,4.0,608.0,92.0,24.0,0,0,0,0.0003316066884769,0.0018845760980592,0.020558659217877,0.001421877988143,0.0027,0.0213909185803757,0.0017272727272727,0.0003065867336406,0.0032584382871536,0.0003717206790123,0.0033932659932659,0.0044692543411644,0.0413698630136986,0.0043709695926563,0.0045399999999999,0.0760910087719298,0.0043454545454545,0.0028799501091362,0.005787104622871,0.0037917197452229
1692611928,1.0297654411452255,5.442115586661549,0.9425373555978008,6.705188948544986,0.6495010885255154,14.926795109184209,6.294561736885767,0.3783895364597437,7.360754259818745,4.955299683587794,0.3246958148270341,0.9360491818504956,92794880,40824832,11198464,41013248,42090496,17223680,64409600,35532800,9510912,45559808,3059712,8814592,58.0,76.0,0.0,372.0,0.0,92.0,4.0,0.0,274.0,14.0,20.0,0,0,0,0.0003316109435488,0.0018841450126046,0.0205587147586095,0.0014170446787161,0.0026999248795228,0.021390778147405,0.0017272377138752,0.0003082269004232,0.0032509473461881,0.0003717104519695,0.0033933303233232,0.0044691794975424,0.0413699743259082,0.0043640669687267,0.0045399849759045,0.0760908523244596,0.004345447542775,0.002929905240742,0.0056435454891914,0.0037916504838703
1692611929,1.0297654411452255,5.293147637304156,0.9751312162954254,6.705188948544986,0.6495010885255154,14.926795109184209,6.294561736885767,0.3783895364597437,7.360754259818745,4.955299683587794,0.3246958148270341,0.9360491818504956,92794880,40869888,11198464,41013248,42090496,17223680,64409600,35532800,9510912,45559808,3059712,8814592,50.0,122.0,12.0,376.0,12.0,60.0,56.0,10.0,650.0,78.0,66.0,0,0,0,0.0003323432745109,0.0018841754843137,0.0205587147623452,0.0014171441896302,0.0026999364346925,0.0213907509644063,0.0018029819137687,0.0003082287249003,0.0032509486938891,0.0003717161486854,0.0034050790748316,0.0044691848180037,0.0413699743333949,0.0043640853481001,0.0045399872869385,0.0760908220409995,0.0043605963827537,0.0029299598351993,0.0056435715858073,0.0037916888516023
1692611930,1.085264848963561,5.293147637304156,0.9751312162954254,6.705188948544986,0.6495010885255154,14.926795109184209,6.310166085724471,0.3783895364597437,7.360754259818745,4.955299683587794,0.3246958148270341,0.9360491818504956,92794880,40869888,11198464,41013248,42090496,17223680,64409600,35532800,9510912,45559808,3059712,8814592,0.0,4.0,0.0,38.0,0.0,4.0,2.0,0.0,32.0,0.0,0.0,0,0,0,0.0003304056501267,0.0018845760980592,0.020558659217877,0.001416241701145,0.0027,0.0213909185803757,0.0017272727272727,0.0003082295465492,0.0032509029617144,0.0003717206790123,0.0033777272727272,0.0044692543411644,0.0413698630136986,0.0043639180217454,0.0045399999999999,0.0760910087719298,0.0043454545454545,0.0029299818291944,0.0056426858513189,0.0037917197452229
1692611931,1.085264848963561,5.293147637304156,0.9751312162954254,6.705188948544986,0.6495010885255154,14.926795109184209,6.310166085724471,0.3783895364597437,7.360754259818745,4.955299683587794,0.3246958148270341,0.9360491818504956,92794880,40869888,11198464,41013248,42090496,17223680,64409600,35532800,9510912,45559808,3059712,8814592,124.0,154.0,0.0,556.0,0.0,72.0,124.0,2.0,1060.0,156.0,46.0,0,0,0,0.0003274990640209,0.0018100163309744,0.0204913294797687,0.001283125,0.0027289719626168,0.0214333080712391,0.001718954248366,0.0003104946147783,0.0032448673009514,0.0003743718592964,0.0033265206812652,0.0044586826347305,0.041231884057971,0.0043402916666666,0.0045457943925233,0.0765167865707434,0.0043437908496732,0.0029980900843546,0.0055272020725388,0.0038101522842639
1692611932,1.085264848963561,5.293147637304156,1.0303351427271314,6.705188948544986,0.6495010885255154,14.926795109184209,6.310166085724471,0.3783895364597437,7.360754259818745,4.955299683587794,0.324695814827034,0.9360491818504956,92794880,40869888,11337728,41013248,42090496,17223680,64409600,35532800,9510912,45559808,3059712,8814592,66.0,112.0,6.0,342.0,4.0,50.0,62.0,4.0,604.0,76.0,30.0,0,0,0,0.0003345561261922,0.0019652650822669,0.0206355932203389,0.0014054504460347,0.0027181818181818,0.021796875,0.001718954248366,0.0003119347573635,0.0032923588039867,0.0003717798594847,0.0034875,0.0045877774875946,0.0415202702702702,0.0043937064993628,0.0045436363636363,0.0846700796359499,0.0043437908496732,0.0030479413919413,0.006470238095238,0.0037922705314009
1692611933,1.085264848963561,5.293147637304156,1.0303351427271314,6.705188948544986,0.6405564470111025,14.926795109184209,6.310166085724471,0.3783895364597437,7.360754259818745,4.955299683587794,0.324695814827034,0.9529180146277398,92794880,40869888,11337728,41013248,42090496,17223680,64409600,35532800,9510912,45559808,3059712,8814592,52.0,88.0,4.0,286.0,4.0,38.0,42.0,2.0,432.0,52.0,18.0,0,0,0,0.0003345561261922,0.0019652650822669,0.0206355932203389,0.0014550111143326,0.0027181818181818,0.021796875,0.001718954248366,0.000313579899356,0.0033174603174603,0.0003717798594847,0.0034875,0.0045877774875946,0.0415202702702702,0.0044242968976514,0.0045436363636363,0.0846700796359499,0.0043437908496732,0.0030893325727324,0.0069372197309416,0.0037922705314009
1692611934,1.0496955346237815,4.13809948330715,1.0303351427271314,6.705188948544986,0.6405564470111025,14.926795109184209,6.310166085724471,0.3783895364597437,7.360754259818745,4.955299683587794,0.324695814827034,0.9529180146277398,92708864,40869888,11337728,41013248,42090496,17223680,64409600,35532800,9510912,45559808,3059712,8814592,46.0,80.0,4.0,274.0,4.0,50.0,42.0,6.0,432.0,54.0,26.0,0,0,0,0.0003385255417956,0.0019652650822669,0.0206355932203389,0.0014550111143326,0.0027181818181818,0.021796875,0.0018157894736842,0.000313579899356,0.0033174603174603,0.0003717798594847,0.0035426321709786,0.0045877774875946,0.0415202702702702,0.0044242968976514,0.0045436363636363,0.0846700796359499,0.0043631578947368,0.0030893325727324,0.0069372197309416,0.0037922705314009
1692611935,1.0496955346237815,5.025141680338584,1.0303351427271314,6.705188948544986,0.6238861396574437,14.765080297928032,6.310166085724471,0.3643614647284056,7.360754259818745,4.955299683587794,0.324695814827034,0.9529180146277398,92708864,40869888,11337728,41013248,42090496,17223680,64409600,35385344,9510912,45559808,3059712,8814592,72.0,102.0,4.0,434.0,4.0,70.0,56.0,6.0,544.0,64.0,26.0,0,0,0,0.0003354803091645,0.0019652650822669,0.0206355932203389,0.0014550111143326,0.0027181818181818,0.021796875,0.001718954248366,0.000313579899356,0.0033174603174603,0.0003717798594847,0.0035001107419712,0.0045877774875946,0.0415202702702702,0.0044242968976514,0.0045436363636363,0.0846700796359499,0.0043437908496732,0.0030893325727324,0.0069372197309416,0.0037922705314009
1692611936,1.0496955346237815,5.025141680338584,1.0303351427271314,5.720792708799154,0.6238861396574437,12.394546656095686,6.310166085724471,0.3298344278922284,7.360754259818745,4.052809518455686,0.324695814827034,0.9529180146277398,92708864,40869888,11337728,41013248,42090496,17223680,64409600,35385344,9510912,45559808,3059712,8814592,52.0,60.0,0.0,252.0,0.0,56.0,40.0,6.0,356.0,42.0,22.0,0,0,0,0.0003317872018174,0.0019018302828618,0.0209789156626506,0.0013406285655015,0.0027395348837209,0.0218745090337784,0.0017354838709677,0.0003166404239794,0.0033160340821068,0.0003777683134582,0.0034510739856801,0.0045871325568496,0.0421103896103896,0.0044091899180582,0.0045479069767441,0.0861090225563909,0.0043470967741935,0.0031661959268619,0.0069557416267942,0.0038220367278798
1692611937,1.0496955346237815,5.025141680338584,1.0303351427271314,5.609039559656739,0.6238861396574437,14.600545985401633,6.310166085724471,0.3298344278922284,7.360754259818745,4.1345828610392585,0.324695814827034,0.9529180146277398,92708864,40869888,11337728,41013248,42090496,17395712,64409600,35385344,9510912,45559808,3059712,8814592,42.0,76.0,0.0,192.0,0.0,42.0,36.0,2.0,440.0,60.0,20.0,0,0,0,0.0003324845398326,0.0019424743892829,0.0210344827586206,0.0014682075381221,0.0026742081447963,0.0216854838709677,0.0017354838709677,0.0003112278941127,0.0033362924281984,0.000373420221169,0.0034581157775255,0.0045860257420541,0.0421951219512195,0.0044280617627313,0.0045348416289592,0.0836863905325444,0.0043470967741935,0.0030304284658422,0.0071893095768374,0.0037942307692307
1692611938,1.0496955346237815,5.025141680338584,1.0303351427271314,5.497286410514322,0.6238861396574437,14.600545985401633,6.310166085724471,0.3298344278922284,7.360754259818745,4.216356203622831,0.324695814827034,0.9529180146277398,92708864,40869888,11337728,41013248,42090496,17395712,64409600,35385344,9510912,45559808,3059712,8814592,76.0,102.0,0.0,360.0,0.0,62.0,54.0,2.0,586.0,72.0,18.0,0,0,0,0.0003324845398326,0.0019424743892829,0.0210344827586206,0.0014793863854266,0.0026742081447963,0.0216854838709677,0.0017354838709677,0.0003127642333709,0.0033263263263263,0.000373420221169,0.0034581157775255,0.0045860257420541,0.0421951219512195,0.0044314860977948,0.0045348416289592,0.0836863905325444,0.0043470967741935,0.0030700636942675,0.0070526315789473,0.0037942307692307
1692611939,1.0496955346237815,5.025141680338584,1.0303351427271314,5.385533261371905,0.6238861396574437,14.600545985401633,6.310166085724471,0.3298344278922284,7.331472219256618,3.69321124444443,0.324695814827034,0.9293136021037788,92708864,40869888,11337728,41013248,42090496,17395712,64409600,35385344,9510912,45559808,3059712,8814592,72.0,96.0,4.0,290.0,4.0,58.0,50.0,4.0,540.0,72.0,18.0,0,0,0,0.0003366858237547,0.0019424743892829,0.0210344827586206,0.0014793863854266,0.0026742081447963,0.0216854838709677,0.0018258064516129,0.0003127642333709,0.0033263263263263,0.000373420221169,0.003518771331058,0.0045860257420541,0.0421951219512195,0.0044314860977948,0.0045348416289592,0.0836863905325444,0.0043651612903225,0.0030700636942675,0.0070526315789473,0.0037942307692307
1692611940,0.8026374042147951,5.025141680338584,1.0303351427271314,6.8677996050247225,0.6238861396574437,14.600545985401633,6.310166085724471,0.3298344278922284,6.423856323713258,4.864576582079218,0.324695814827034,0.9293136021037788,92708864,40869888,11337728,39874560,42090496,17395712,64409600,35385344,9510912,45559808,3059712,8814592,84.0,132.0,4.0,386.0,4.0,72.0,68.0,4.0,778.0,98.0,36.0,0,0,0,0.0003319494584837,0.0019424743892829,0.0210344827586206,0.0014793863854266,0.0026742081447963,0.0216854838709677,0.0016838709677419,0.0003127642333709,0.0033263263263263,0.000373420221169,0.0034498866213151,0.0045860257420541,0.0421951219512195,0.0044314860977948,0.0045348416289592,0.0836863905325444,0.0043367741935483,0.0030700636942675,0.0070526315789473,0.0037942307692307
1692611941,0.9759003850830884,5.025141680338584,1.0492597801477543,6.8677996050247225,0.6238861396574437,14.600545985401633,6.310166085724471,0.3298344278922284,7.133274617593649,4.864576582079218,0.318031075932387,0.9293136021037788,92708864,40869888,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,58.0,90.0,2.0,376.0,2.0,58.0,48.0,4.0,636.0,82.0,34.0,0,0,0,0.0003291433891992,0.0018777219430485,0.0210755813953488,0.001359706277795,0.0026803652968036,0.0218125734430082,0.0017169811320754,0.0003154358562076,0.003325871941697,0.0003797332185886,0.0034101941747572,0.0045854829704075,0.0422560975609756,0.0044182231875064,0.0045360730593607,0.0852975420439844,0.004343396226415,0.0031396978851963,0.0070645161290322,0.0038338870431893
1692611942,0.9759003850830889,5.025141680338584,1.0492597801477543,6.8677996050247225,0.6238861396574437,14.600545985401633,5.334982501893136,0.3298344278922284,7.133274617593649,4.864576582079218,0.318031075932387,0.9293136021037788,92708864,40869888,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,48.0,52.0,0.0,318.0,0.0,72.0,4.0,4.0,226.0,6.0,12.0,0,0,0,0.0003307747233131,0.0019529780564263,0.0212073863636363,0.0014842286369718,0.0026814159292035,0.0215575501583949,0.0017169811320754,0.0003097810931399,0.0033406593406593,0.0003747016706443,0.0034318543799772,0.0045895506792058,0.0424425287356321,0.0044323456318103,0.0045362831858407,0.0831063321385902,0.004343396226415,0.0029904847937368,0.0071997840172786,0.0038025559105431
1692611943,0.9759003850830889,4.852132639342926,1.0492597801477543,6.8677996050247225,0.6238861396574437,14.600545985401633,6.318764396300529,0.3298344278922284,7.133274617593649,4.864576582079218,0.318031075932387,0.9293136021037788,92708864,40878080,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,76.0,158.0,14.0,500.0,14.0,80.0,80.0,12.0,902.0,110.0,62.0,0,0,0,0.0003307747233131,0.0019529780564263,0.0212073863636363,0.0015039025318865,0.0026814159292035,0.0215575501583949,0.0017169811320754,0.0003115239821528,0.0033365,0.0003747016706443,0.0034318543799772,0.0045895506792058,0.0424425287356321,0.0044436322101656,0.0045362831858407,0.0831063321385902,0.004343396226415,0.0030375328851213,0.0071836518046709,0.0038025559105431
1692611944,0.9759003850830889,4.852132639342925,1.0492597801477543,6.8677996050247225,0.6238861396574438,14.600545985401633,6.368048406977465,0.3298344278922285,7.133274617593648,4.864576582079218,0.318031075932387,0.9293136021037788,92708864,40878080,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,52.0,74.0,2.0,270.0,2.0,56.0,38.0,4.0,394.0,52.0,26.0,0,0,0,0.0003348450491307,0.0019529780564263,0.0212073863636363,0.0015039025318865,0.0026814159292035,0.0215575501583949,0.0018227848101265,0.0003115239821528,0.0033365,0.0003747016706443,0.0034935779816513,0.0045895506792058,0.0424425287356321,0.0044436322101656,0.0045362831858407,0.0831063321385902,0.0043645569620253,0.0030375328851213,0.0071836518046709,0.0038025559105431
1692611945,0.9759003850830889,4.852132639342925,1.0492597801477543,6.8677996050247225,0.6238861396574438,14.600545985401633,6.368048406977465,0.3298344278922285,7.133274617593648,4.864576582079218,0.3131492640383033,0.9293136021037788,92708864,40878080,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,58.0,68.0,0.0,242.0,0.0,36.0,42.0,0.0,374.0,54.0,8.0,0,0,0,0.000330835117773,0.0019529780564263,0.0212073863636363,0.0015039025318865,0.0026814159292035,0.0215575501583949,0.001725,0.0003115239821528,0.0033365,0.0003747016706443,0.0034327272727272,0.0045895506792058,0.0424425287356321,0.0044436322101656,0.0045362831858407,0.0831063321385902,0.004345,0.0030375328851213,0.0071836518046709,0.0038025559105431
1692611946,0.9759003850830889,4.852132639342925,1.0492597801477543,6.8677996050247225,0.6238861396574438,14.600545985401633,6.368048406977465,0.3298344278922285,7.133274617593648,4.864576582079218,0.3131492640383033,0.9293136021037788,92708864,40878080,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,40.0,110.0,12.0,206.0,12.0,38.0,44.0,8.0,584.0,84.0,40.0,0,0,0,0.0003257269046742,0.0018735955056179,0.021317365269461,0.0013642790310843,0.0027077625570776,0.0214094216775181,0.001725,0.0003140887796636,0.0033362136684996,0.0003786152497808,0.00335382685069,0.0045877528089887,0.042797619047619,0.0044262189416779,0.0045415525114155,0.0838850889192885,0.004345,0.0031081901223099,0.0072160633484162,0.0038273037542662
1692611947,0.9759003850830889,4.852132639342925,1.0492597801477543,6.8677996050247225,0.6238861396574438,14.600545985401633,6.368048406977465,0.3298344278922285,7.133274617593648,4.864576582079218,0.3131492640383033,0.9293136021037788,92708864,40878080,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,60.0,148.0,14.0,324.0,14.0,46.0,66.0,8.0,832.0,108.0,54.0,0,0,0,0.0003310859403092,0.0019550865800865,0.0212714285714285,0.0014711397597421,0.0027130434782608,0.0215794191466475,0.001725,0.0003115299532593,0.0033737617135207,0.0003767432321575,0.0034369863013698,0.0046438311688311,0.0429360465116279,0.0044508057427483,0.0045426086956521,0.0861710037174721,0.004345,0.0030407490636704,0.007653125,0.0038155591572123
1692611948,0.9759003850830889,4.852132639342925,1.0492597801477543,6.8677996050247225,0.5998139791752441,14.351374727737982,6.368048406977465,0.3634207040417092,7.133274617593648,4.864576582079218,0.3131492640383033,0.9293136021037788,92708864,40878080,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,64.0,72.0,0.0,372.0,0.0,88.0,4.0,0.0,224.0,14.0,14.0,0,0,0,0.0003310859403092,0.0019550865800865,0.0212714285714285,0.0015146028037383,0.0027130434782608,0.0215794191466475,0.001725,0.0003130731080743,0.0033614457831325,0.0003767432321575,0.0034369863013698,0.0046438311688311,0.0429360465116279,0.004458683800623,0.0045426086956521,0.0861710037174721,0.004345,0.0030810518626734,0.0075195876288659,0.0038155591572123
1692611949,0.985850166602698,4.852132639342925,1.0492597801477543,6.8677996050247225,0.6032376639784387,14.351374727737982,6.368048406977465,0.3634207040417092,7.133274617593648,4.864576582079218,0.3131492640383033,0.9293136021037788,92708864,40878080,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,32.0,54.0,4.0,344.0,2.0,78.0,8.0,12.0,278.0,28.0,22.0,0,0,0,0.0003355213089802,0.0019550865800865,0.0212714285714285,0.0015146028037383,0.0027130434782608,0.0215794191466475,0.0017974683544303,0.0003130731080743,0.0033614457831325,0.0003767432321575,0.0035030927835051,0.0046438311688311,0.0429360465116279,0.004458683800623,0.0045426086956521,0.0861710037174721,0.004359493670886,0.0030810518626734,0.0075195876288659,0.0038155591572123
1692611950,0.985850166602698,4.852132639342925,0.8712353707826852,6.8677996050247225,0.6032376639784387,14.351374727737982,6.368048406977465,0.3634207040417092,7.133274617593648,4.864576582079218,0.3131492640383033,0.9447417062444988,92708864,40878080,11337728,39874560,42090496,17395712,64409600,35385344,9158656,45559808,3063808,8814592,58.0,82.0,0.0,258.0,0.0,38.0,48.0,0.0,372.0,54.0,10.0,0,0,0,0.0003360775704354,0.0019550865800865,0.0212714285714285,0.0015146028037383,0.0027130434782608,0.0215794191466475,0.001695652173913,0.0003130731080743,0.0033614457831325,0.0003767432321575,0.0035075409836065,0.0046438311688311,0.0429360465116279,0.004458683800623,0.0045426086956521,0.0861710037174721,0.0043391304347826,0.0030810518626734,0.0075195876288659,0.0038155591572123
1692611951,0.985850166602698,4.852132639342925,1.0611368368617735,6.8677996050247225,0.6032376639784387,14.351374727737982,6.368048406977465,0.3634207040417092,7.000618229683514,4.864576582079218,0.3131492640383033,0.9447417062444988,92708864,40878080,11390976,39874560,42090496,17395712,64409600,35385344,9568256,45559808,3063808,8814592,68.0,104.0,0.0,318.0,0.0,56.0,60.0,0.0,594.0,80.0,24.0,0,0,0,0.0003337765957446,0.0018753640069889,0.0213871951219512,0.0013908918406072,0.0027260273972602,0.0215389150943396,0.0016875,0.0003158013677094,0.0033520599250936,0.0003825,0.0034794392523364,0.0046471753057658,0.0435493827160493,0.0044458359687961,0.004545205479452,0.0880252100840336,0.0043375,0.0031525957972805,0.0074761904761904,0.0038501718213058
1692611952,0.985850166602698,4.852132639342925,1.0611368368617735,6.8677996050247225,0.6032376639784387,14.287501816766692,6.368048406977465,0.305988118779651,6.971883656657425,4.864576582079218,0.3131492640383033,0.9447417062444988,92708864,40878080,11390976,39874560,42090496,17522688,64409600,35385344,9568256,45559808,3063808,8814592,86.0,144.0,12.0,342.0,12.0,54.0,68.0,8.0,768.0,112.0,42.0,0,0,0,0.0003416945373467,0.0020417124039517,0.0214940828402366,0.0015337883959044,0.0026875,0.0220546671625139,0.0016875,0.0003171017464211,0.0034040570175438,0.0003828124999999,0.0036154171066525,0.0047560922063666,0.0440773809523809,0.0044974158946855,0.0045375,0.0966666666666667,0.0043375,0.0031913289883819,0.0080212550607287,0.0038515923566878
1692611953,0.985850166602698,4.852132639342925,1.0611368368617735,6.8677996050247225,0.6032376639784387,14.287501816766692,6.368048406977465,0.2999311070456226,6.971883656657425,4.9223686763237575,0.3131492640383033,0.9447417062444988,92708864,40878080,11390976,39874560,42090496,17522688,64409600,35385344,9568256,45559808,3063808,8814592,70.0,108.0,4.0,270.0,4.0,44.0,58.0,4.0,638.0,86.0,32.0,0,0,0,0.0003416945373467,0.0020417124039517,0.0214940828402366,0.0015893267023718,0.0026875,0.0220546671625139,0.0016875,0.0003189598359755,0.003416008425487,0.0003828124999999,0.0036154171066525,0.0047560922063666,0.0440773809523809,0.0045171002295332,0.0045375,0.0966666666666667,0.0043375,0.0032310192837465,0.0081304347826086,0.0038515923566878
1692611954,0.985850166602698,4.732221243180114,1.0611368368617735,6.833676184844865,0.6032376639784387,14.287501816766692,6.368048406977465,0.2938740953115941,6.971883656657425,4.258300122148713,0.3131492640383033,0.9134228890186644,92708864,40878080,11390976,39874560,42090496,17522688,64409600,35385344,9568256,45559808,3063808,9097216,49.715,106.0,6.0,234.0,6.0,34.0,50.0,4.0,530.0,74.0,36.0,0,0,0,0.0003469755065067,0.0020417124039517,0.0214940828402366,0.0015893267023718,0.0026875,0.0220546671625139,0.0017770700636942,0.0003189598359755,0.003416008425487,0.0003828124999999,0.0036774306173367,0.0047560922063666,0.0440773809523809,0.0045171002295332,0.0045375,0.0966666666666667,0.0043554140127388,0.0032310192837465,0.0081304347826086,0.0038515923566878
1692611955,0.985850166602698,4.732221243180114,1.0611368368617735,6.833676184844865,0.6032376639784387,14.287501816766692,6.340066034884158,0.3676534561473801,6.971883656657425,4.176260644209984,0.3131492640383033,0.9134228890186644,92708864,40878080,11390976,39874560,42090496,17522688,64409600,35168256,9568256,45559808,3063808,9097216,62.0,98.0,4.0,328.0,4.0,40.0,50.0,4.0,612.0,76.0,24.0,0,0,0,0.0003414227491663,0.0020417124039517,0.0214940828402366,0.0015893267023718,0.0026875,0.0220546671625139,0.001691823899371,0.0003189598359755,0.003416008425487,0.0003828124999999,0.0036120380147835,0.0047560922063666,0.0440773809523809,0.0045171002295332,0.0045375,0.0966666666666667,0.0043383647798742,0.0032310192837465,0.0081304347826086,0.0038515923566878
1692611956,0.985850166602698,4.65304449525935,1.0611368368617735,6.833676184844867,0.6032376639784387,14.287501816766692,6.340066034884158,0.3676534561473801,6.971883656657425,4.094221166271255,0.3131492640383033,0.9134228890186644,92708864,40873984,11390976,39874560,42090496,17522688,64409600,35168256,9568256,45559808,3063808,9097216,48.0,66.0,0.0,276.0,0.0,46.0,34.0,0.0,290.0,38.0,10.0,0,0,0,0.0003372470408552,0.0019834061135371,0.0216158536585365,0.0014875999180159,0.0027117117117117,0.0222825638911788,0.001723926380368,0.0003231342091602,0.0034224114254325,0.00038919164396,0.0035661327231121,0.0047655895196506,0.0442261904761904,0.0045096946095511,0.0045423423423423,0.0996696891191709,0.0043447852760736,0.0033184124734231,0.008222003929273,0.0038862745098039
