time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,frontend-check_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702362768,2.05214259553173,7.546159774436031,1.3409386627707809,10.898299189308002,0.9131474697563516,17.766291287246545,8.949466778259382,0.5374404798087212,8.343234049446103,6.888906609959323,0.5741383663678892,1.1247680373168654,98889728,53661696,11411456,77750272,42270720,16379904,,64524288,41660416,9277440,46686208,3014656,8830976,40,113.63,16,286,15.937,59.497,48,16,589.176,77.176,59.373,0,0,0.0031966858605488625,0.0038352583021224935,0.04016393442622951,0.0031481382086548143,0.003181817533619463,0.07749932596887976,0.0030357142857142857,0.0024522739518909394,0.0070018754366322905,0.0022709447371343262,0.005685520316733857,0.009844925449041014,0.07526315789473685,0.007158857509627742,0.004927271560515032,0.3172585666171789,0.0046642857142857146,0.00493992895709275,0.021311278291416266,0.004551406050235256
1702362769,2.05214259553173,7.546159774436031,1.3409386627707809,10.898299189308002,0.9131474697563516,17.766291287246545,9.134013428622504,0.5374404798087212,8.343234049446103,6.930640365508658,0.5741383663678892,1.1247680373168654,98889728,53661696,11411456,77750272,42270720,16379904,,64524288,41660416,9277440,46686208,3014656,8830976,76,97.785,4,376.409,2,73.227,52,3.883,469.475,65.475,16.008,0,0,0.0031967667356207078,0.0038354274906214057,0.040164112525063064,0.0031483303195554975,0.0031784037558685446,0.07745897308871168,0.0030357142857142857,0.002385830734379843,0.006902075205027996,0.0021845531601351843,0.005686739395359491,0.00984513250242264,0.07526409909616953,0.007160303022926835,0.00492112676056338,0.31536683610313343,0.0046642857142857146,0.004913429875668961,0.020786629513423128,0.004531672982359657
1702362770,2.02179810300716,8.038548372872329,1.3409386627707809,11.15007760062883,0.9131474697563516,17.766291287246545,9.318560078985628,0.5374404798087212,8.343234049446103,6.930640365508658,0.5741383663678892,1.1247680373168654,98889728,53661696,11411456,75042816,42270720,16379904,,64524288,41660416,9277440,46686208,3014656,8830976,56,82.266,0,307.732,2.02,46,40,0,547.333,65.333,32.121,0,0,0.003196690006365372,0.0038352583021224935,0.04016393442622951,0.003148132048902172,0.0031784037558685446,0.07745949074074075,0.0030357142857142857,0.0023853842104373433,0.006901946562627232,0.002184316039609981,0.005685582822085891,0.009844925449041014,0.07526315789473685,0.007158812998483615,0.00492112676056338,0.31536748329621356,0.0046642857142857146,0.004913265273229032,0.02078641495407109,0.004531603449669744
1702362771,2.02179810300716,8.038548372872329,0.7496550000000468,11.15007760062883,0.9131474697563516,17.766291287246545,9.503106729348751,0.5374404798087212,8.343234049446103,6.930640365508658,0.474400963157014,1.1247680373168654,98889728,53661696,11411456,75042816,42270720,16379904,,64524288,41660416,9277440,46686208,3014656,8830976,40.991,93.496,5.665,250.363,5.361,48,56.985,5.712,617.407,70.744,40.601,0,0,0.0031653551119839793,0.003776731813901261,0.04018566769080411,0.0030951279972905804,0.0031784585039761333,0.07660970908858286,0.0030368660197821933,0.002327830202374767,0.006798086683783438,0.002142556916226672,0.005042025440230961,0.009633105893227552,0.07555187828652274,0.006254351632179528,0.00492122530715704,0.27061679234562486,0.004666358835607948,0.004850409065066682,0.019731103193633217,0.004502369363945534
1702362772,2.02179810300716,8.038548372872329,0.7496550000000468,11.15007760062883,0.9257547730725731,17.766291287246545,9.687653379711874,0.5374404798087212,8.343234049446103,6.930640365508658,0.4648319903842158,1.1247680373168654,98889728,53661696,11411456,75042816,42270720,16379904,,64524288,41660416,9277440,46686208,3014656,8830976,0,0,0,0,0,48,0,0,0,0,0,0,0,0.003161353195013495,0.0037514555467533985,0.04001396261201026,0.0030879858995164784,0.0031748116144509476,0.075444340168881,0.0030361998284293376,0.0023545797059784665,0.006795826759012632,0.002163371963884474,0.00499271777066771,0.009396977129028986,0.0756944139046645,0.005929806692517748,0.004914660906011706,0.2576068423470165,0.004665159691172807,0.004842292277732581,0.019464130054933925,0.004507028419341001
1702362773,2.02179810300716,8.038548372872329,0.7496550000000468,11.15007760062883,0.9257547730725731,17.766291287246545,11.072799021787349,0.5374404798087212,8.343234049446103,6.930640365508658,0.5478920970584313,1.1247680373168654,98889728,53661696,11411456,75042816,42270720,16379904,,64524288,41660416,9277440,46686208,3141632,8830976,0,0,0,0,0,48,0,0,0,0,0,0,0,0.0031452560148203857,0.0037299302127537354,0.039973233729477885,0.0030780819566647777,0.003172247909227926,0.07546214245255062,0.0030521823671440245,0.0023542427769415023,0.006724674070509945,0.0022063527070273503,0.004972783513539413,0.00932736433774223,0.0755261023270132,0.005875173290439263,0.0049100462366102665,0.2576960766526853,0.004693928260859244,0.0048424789550999305,0.01818794307519541,0.0045164360732624685
1702362774,2.02179810300716,8.038548372872329,1.2289178687866125,11.15007760062883,0.9257547730725731,17.766291287246545,11.072799021787349,0.537440479808721,8.343234049446103,6.930640365508658,0.5478920970584313,0.9582711242373769,98889728,53661696,11526144,75042816,42270720,16379904,2678784,64524288,41660416,9277440,46686208,3141632,8830976,2.188,2.188,0,21.882,0,48,2.188,0,2.188,0,0,0,0,0.00314507915352859,0.003729935147496012,0.03997326203208556,0.0030781018954160505,0.003177570093457944,0.07321595304356926,0.003052169144940791,0.002311777899144717,0.006688510266491919,0.0021724709784411277,0.004972549036179826,0.00932737706943603,0.0755263157894737,0.005875388198757753,0.0049196261682243,0.24142355304912208,0.004693904460893425,0.004829441919549061,0.018017130620985044,0.004508789386401327
1702362775,2.02179810300716,8.038548372872329,1.2289178687866125,11.15007760062883,0.779585809027523,16.458392472549082,9.685807913208242,0.537440479808721,8.382020617509506,6.930640365508658,0.5478920970584313,0.9395249902820958,98889728,53661696,11526144,75042816,42270720,16211968,2678784,64524288,41660416,9277440,46686208,3141632,8830976,0,0,0,0,0,48,0,0,0,0,0,0,0,0.0031442024109621224,0.0037281895004515654,0.03997142139752887,0.0030767510487068285,0.003177567135389178,0.07322055181605526,0.0030521739130434785,0.0023073911388400525,0.006683867054257671,0.0021688424230980274,0.004971386677362165,0.009324083795336408,0.07551242766451763,0.005860818784092079,0.0049196208437005205,0.24142646489809533,0.004693913043478261,0.0048278519854167146,0.01800421605744571,0.00450787476075191
1702362776,2.02179810300716,8.038548372872329,1.2289178687866125,11.15007760062883,0.7641565628096467,16.458392472549082,9.50126126284512,0.5075334706488085,8.382020617509506,6.930640365508658,0.5478920970584313,0.9207788563268147,98889728,53661696,11526144,75042816,42270720,16211968,2678784,64524288,41660416,9277440,46686208,3141632,8830976,0,0,0,0,0,48,0,0,0,0,0,0,0,0.0031161840286163004,0.0036811347894512053,0.039823825116450676,0.0030453994996393506,0.003177570093457944,0.07181955680032617,0.003053811659192825,0.0022519420265004293,0.006589589786986371,0.002135726455726749,0.004923881709781828,0.009052879549580197,0.07444069431051112,0.005175269787182083,0.0049196261682243,0.2356693612201042,0.004696860986547085,0.004773358273490422,0.01658956082085853,0.004499450834716606
1702362777,2.02179810300716,7.014998018893609,1.2289178687866125,11.15007760062883,0.9284513137557919,16.458392472549082,9.316714612481997,0.5075334706488085,8.382020617509506,6.930640365508658,0.5478920970584313,0.9020327223715338,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41660416,9277440,46686208,3141632,8830976,0,0,0,0,0,48,0,0,0,0,0,0,0,0.003115376839585566,0.003681824498732996,0.03974733623658082,0.0030386964418687105,0.0031523847632522863,0.07181599217723733,0.003055555884087652,0.0022466445545580404,0.006585332225988953,0.0021214101118869734,0.00492279659947714,0.008970290192742236,0.07394062824947181,0.004993047864052386,0.004874292573854115,0.23568380721424928,0.004700000591357774,0.004772030833903001,0.016579766009216526,0.004497281856384555
1702362778,1.899168981820008,7.014998018893609,1.2289178687866125,11.15007760062883,0.9284513137557919,15.910536347752693,9.132167962118876,0.5075334706488085,8.382020617509506,6.930640365508658,0.5478920970584313,1.062495959166313,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41660416,9277440,46686208,3141632,8880128,0,0,0,0,0,48,0,0,0,0,0,0,0,0.0031093488162003977,0.0036816392983269725,0.03974734331818324,0.0030383841469861753,0.003159203980099502,0.0718177360251111,0.003055550297744316,0.0022818812081392254,0.006589859499810537,0.0021546161885414128,0.004913689304476768,0.008969785112707204,0.07394068843597713,0.004992762267739719,0.004886567164179103,0.23568842756820854,0.0046999905359397685,0.0047757322509284755,0.015965681572269484,0.004506439737824984
1702362779,1.899168981820008,7.014998018893609,1.2289178687866125,11.15007760062883,0.9284513137557919,15.910536347752693,8.947621311755752,0.5075334706488085,7.281909361757238,6.001834102908354,0.5478920970584313,1.062495959166313,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41660416,9125888,46678016,3141632,8880128,0,0,0,0,0,48,0,0,0,0,0,0,0,0.0031092627179981056,0.0036814959667562947,0.03974719101123596,0.00303821547473924,0.003159203980099502,0.07071490861920368,0.0030555555555555557,0.002281482515828963,0.006588756947904583,0.0021540555391144373,0.004913579296329642,0.00896948356807512,0.07393939393939397,0.004992621968646969,0.004886567164179103,0.2311362482081429,0.004700000000000001,0.004775579804384083,0.015962293619562164,0.004506306374306295
1702362780,1.899168981820008,7.014998018893609,1.2289178687866125,11.15007760062883,0.9284513137557919,15.910536347752693,8.76307466139263,0.5312362990399894,7.281909361757238,6.001834102908354,0.5478920970584313,0.886621386834455,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41472000,9125888,46678016,3141632,8880128,4,4,0,24,0,48,0,0,18,2,0,0,0,0.0031092553931802366,0.0036814833402764252,0.03974719101123596,0.00303821547473924,0.003159203297851881,0.07071505796376333,0.003055550462092938,0.002281482515828963,0.006588756947904583,0.0021540555391144373,0.004913569937369519,0.008969458610674011,0.07393939393939397,0.004992621968646969,0.004886565936133386,0.23113648492191285,0.004699990831767287,0.004775579804384083,0.015962293619562164,0.004506306374306295
1702362781,1.899168981820008,7.0149980188936105,1.2289178687866125,11.344220489277205,0.9284513137557919,15.910536347752693,8.578528011029507,0.5312362990399894,7.281909361757238,6.001834102908354,0.5395052596975742,0.9043807496046787,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41472000,9125888,46678016,3141632,8880128,4,4,0,24,0,52,0,0,18,2,0,0,0,0.003106223305448313,0.003661741148433802,0.03964497041420118,0.0030295058432468383,0.003159203980099502,0.07017884780904012,0.003058823529411765,0.0022244211772184264,0.006536475306227341,0.0021050829132479424,0.004914280774739092,0.008974947213322869,0.07333333333333329,0.004994729210829953,0.004886567164179103,0.2328217291640861,0.004705882352941177,0.004772609686297097,0.016141224272023986,0.0044944377304770525
1702362782,1.899168981820008,7.0149980188936105,1.2289178687866125,11.344220489277205,0.9284513137557919,15.910536347752693,8.393981360666386,0.5312362990399894,7.281909361757238,6.001834102908354,0.5395052596975742,1.0655617662134362,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41472000,9125888,46678016,3141632,8880128,2,4,0,24,0,52,0,0,16,2,2,0,0,0.003106032906764168,0.003697741612482911,0.039609375,0.0030530147679926024,0.0031587276489468455,0.06997744865264112,0.00306282722513089,0.0022240210127475865,0.0065379006595986874,0.0020822374438102913,0.004913711151736746,0.009098707060300302,0.07277777777777779,0.005221410951022547,0.004885709768104322,0.2326872830004403,0.004713089005235602,0.004772272366526733,0.016129592456322145,0.00449173944124548
1702362783,1.899168981820008,7.0149980188936105,1.2289178687866125,11.344220489277205,0.9284513137557919,15.910536347752693,8.209434710303261,0.5312362990399894,7.281909361757238,6.001834102908354,0.5395052596975742,1.0655617662134362,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41472000,9125888,46678016,3141632,8880128,4.024,14,2,38,4,56,2,2,52,6,7.78,0,0,0.0031195065535851965,0.003696622800959256,0.03960936843476361,0.003051881638953248,0.00317142913120469,0.06998485244213326,0.0030628215293141787,0.0022961997045151117,0.006612813879058813,0.0021676822898832027,0.00493230531996916,0.009095609822132391,0.0727777051547804,0.005202944146404197,0.004908572436168442,0.23269210568875423,0.0047130787527655225,0.0047987372678946726,0.01663045598318767,0.004511111815843042
1702362784,1.899168981820008,7.0149980188936105,1.2289178687866125,11.344220489277205,0.9284513137557919,15.910536347752693,8.024888059940139,0.5312362990399894,7.281909361757238,6.001834102908354,0.5395052596975742,1.0655617662134362,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41472000,9125888,46678016,3141632,8880128,4,4,0,24,0,52,0,0,18,2,0,0,0,0.0031194952241688626,0.0036965829027497538,0.039609375,0.003051981389379111,0.0031704545454545457,0.06988274980069645,0.0030628213396033327,0.0022915205139596214,0.006608481099807859,0.002159387732237385,0.004932290667652225,0.009095538303672063,0.07277777777777779,0.005204183266932276,0.004906818181818183,0.2348445825984694,0.004713078411285998,0.004797647192053589,0.016607072028432115,0.004509449593605908
1702362785,1.6224917139851964,7.0149980188936105,1.2289178687866125,11.344220489277205,0.9284513137557919,15.910536347752693,7.840341409577017,0.5312362990399894,6.947979252215136,4.723321571153018,0.5395052596975742,1.0655617662134362,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41472000,9125888,46678016,3141632,8880128,5.968,6,0,28.194,0,52,2,0,30,4,0,0,0,0.0031195141059128443,0.0036966076365367363,0.039609375,0.0030519272292947853,0.0031704531130032202,0.069885308742255,0.0030628213396033327,0.002291527199998544,0.006608432872013552,0.00215958500266585,0.004932315087383034,0.009095583218222647,0.07277777777777779,0.00520351249117683,0.004906815603405796,0.23484646139870488,0.004713078411285998,0.004797647313324845,0.016606938612308986,0.004509492562866652
1702362786,1.5908388976215297,7.0149980188936105,1.2289178687866125,11.344220489277205,0.9284513137557919,15.910536347752693,7.650312478717209,0.5312362990399894,6.947979252215136,5.516037440684238,0.5395052596975742,1.0655617662134362,98889728,53653504,11526144,75042816,42270720,16211968,2678784,66998272,41472000,9125888,46678016,3141632,8880128,4,4,0,24,0,52,0,0,32,2,0,0,0,0.003098745447187373,0.003643399943709542,0.039496527777777776,0.00300954454119223,0.0031704539724884606,0.06832237881175414,0.0030701709472545024,0.002205537360698579,0.006480035339043985,0.0020936029537506366,0.004900768919465803,0.008910569105691057,0.07239130434782615,0.004950736771600803,0.004906817150479229,0.2311170044623089,0.004726307705058105,0.004726588005379351,0.015327948867196003,0.004469891827976406
1702362787,1.559186081257863,7.0149980188936105,1.2289178687866125,11.344220489277205,0.9284513137557919,12.306771441220484,7.465977593772003,0.48676281809258687,6.947979252215136,5.516037440684238,0.5395052596975742,1.0655617662134362,98889728,53653504,11526144,75042816,42270720,16400384,2678784,66998272,41472000,9125888,46678016,3141632,8880128,6.036,6,0,54,0,62,0,0,50,4,3.846,0,0,0.003098255757781891,0.0036324683816867523,0.03951923076923077,0.0030118894522550973,0.0031614883748122147,0.06768885529457332,0.0030774193548387097,0.0022068382464166536,0.006482467525926196,0.002063888116224745,0.004899299570974724,0.00880648887148789,0.07357142857142861,0.004957351855747429,0.004890679074661987,0.23064963392408297,0.004739354838709678,0.0047256772839469946,0.015278662155092843,0.0044656411478219745
1702362788,1.5275332648941962,7.0149980188936105,1.2289178687866125,9.387436990047632,0.8644551552574314,12.306771441220484,7.281642708826796,0.48676281809258687,6.947979252215136,5.516037440684238,0.43361836619936783,1.0655617662134362,98889728,53653504,11526144,75042816,42270720,16400384,2678784,66998272,41472000,9125888,46678016,3010560,8880128,6,6,0,28,0,54,0,0,34,4,0,0,0,0.003111489361702128,0.003629133154602323,0.03950381679389313,0.0030097621583244586,0.00316,0.06768982815806764,0.0030769230769230774,0.0022342480160986293,0.006468373960110987,0.002134681091536641,0.004913702127659575,0.008794444444444445,0.07333333333333338,0.004954952076677316,0.004888,0.23064759912038174,0.0047384615384615395,0.004738662617880548,0.01488352821697231,0.004474424491877741
1702362789,1.3115486542442407,5.011351348761042,1.2289178687866125,9.198366648559677,0.8644551552574314,12.306771441220484,7.097307823881589,0.48676281809258687,6.947979252215136,5.516037440684238,0.43361836619936783,1.0655617662134362,98897920,53653504,11526144,75042816,42270720,16400384,2678784,66998272,41472000,9125888,46678016,3010560,8880128,6,8,0,28,0,52,2,0,32,6,0,0,0,0.003110682304611749,0.003627753343178625,0.03950266318212851,0.003008462384182514,0.00316,0.06579443932145265,0.003076916138636385,0.0022205672145146124,0.006451071708795183,0.002126107785245585,0.004912672200778811,0.008790908714169716,0.07331936415032661,0.004953966519234175,0.004888,0.22570638607680793,0.004738449049545493,0.004735161680699229,0.014823619280829974,0.004472597549094328
1702362790,1.3115486542442407,6.008694489032243,1.2099437998549543,7.614733603364936,0.8644551552574314,12.306771441220484,6.912972938936382,0.45357602315671,6.947979252215136,5.516037440684238,0.43361836619936783,1.0655617662134362,98897920,53653504,11526144,45867008,42270720,16400384,2678784,66998272,41590784,9125888,46678016,3010560,8880128,3.96,6,0,28,0,54,0,0,32,4,2.004,0,0,0.003110691167225278,0.003627773340407654,0.03950266318212851,0.0030084319425117746,0.00316,0.06579712170182916,0.0030769230769230774,0.0022205672145146124,0.006451071708795183,0.0021263194339330486,0.0049126835108137725,0.008790958467134328,0.07331936415032661,0.004953944541961486,0.004888,0.22570877621219168,0.0047384615384615395,0.004735161680699229,0.014823619280829974,0.004472642835796637
1702362791,1.3115486542442407,4.399995492145252,1.2099437998549543,7.614733603364936,0.8644551552574314,12.306771441220484,6.728638053991174,0.45357602315671,5.633967203305853,5.516037440684238,0.43361836619936783,1.0655617662134362,98897920,53567488,11526144,45867008,42270720,16400384,2678784,66998272,41590784,9179136,46678016,3010560,8880128,2,4,0,24.44,0,52,0,0,16,2,2,0,0,0.0030765124555160147,0.0035675346408535315,0.03948412698412699,0.0029734202003897305,0.00316,0.06444929915627971,0.0030799936072538393,0.002138746891064895,0.006299735910692606,0.0020698304875525816,0.004855871886120997,0.008504063255891574,0.07238095238095242,0.004904866217555719,0.004888,0.2205851910132656,0.004743988493056911,0.004670538187345286,0.012594052141682436,0.0044487467472706715
1702362792,1.3115486542442407,4.399995492145252,0.9318127462703986,7.614733603364936,0.8644551552574314,12.306771441220484,6.5443031690459685,0.45357602315671,5.633967203305853,5.516037440684238,0.43361836619936783,1.0655617662134362,98897920,53567488,11636736,45867008,42270720,16400384,2678784,66998272,41590784,9179136,46678016,3010560,8880128,8,24,2,54,4,66,2,2,114,16,8,0,0,0.003076106194690266,0.0035610536538507715,0.03940677966101695,0.0029744403785100736,0.003156028368794326,0.06375034412428775,0.003070917353661316,0.002140951958431389,0.006301842680159794,0.002050438798750724,0.004854513274336284,0.00840300525547956,0.07100000000000006,0.004898948494613821,0.004880851063829787,0.22003203363906193,0.00472765123659037,0.004670357937885406,0.012541918534700531,0.004445598385202358
1702362793,1.3115486542442407,4.399995492145252,0.9318127462703986,7.614733603364936,0.8644551552574314,12.306771441220484,6.359968284100763,0.45357602315671,5.633967203305853,4.758624210773396,0.43361836619936783,0.9181797744771428,98897920,53567488,11636736,45867008,42270720,16400384,2678784,66998272,41590784,9179136,46678016,3010560,8880128,6,6,0,28,0,52,2,0,30,4,0,0,0,0.0030814115563234964,0.003556675041199412,0.039390756302521014,0.0029717847134988888,0.0031515161700701676,0.0637496954540825,0.00307041834830714,0.0021578616659681193,0.006255489792597841,0.0021303225806451613,0.004861849348920174,0.008385462017228092,0.07075000000000006,0.004896453763648662,0.004872729106126302,0.22002745816725672,0.0047267530269528525,0.004667173801769374,0.011100716595542235,0.0044632258064516124
1702362794,1.3115486542442407,4.399995492145252,0.9318127462703986,7.614733603364936,0.8644551552574314,12.306771441220484,6.175633399155556,0.45357602315671,5.633967203305853,4.275250691400299,0.43361836619936783,0.900420411706919,98897920,53567488,11636736,45867008,42270720,16400384,2678784,66998272,41590784,9179136,46678016,3010560,8880128,12,24,4,94,2,60,14,4,92,12,8,0,0,0.0030814178414291793,0.00355669514721452,0.039390756302521014,0.00297173321017209,0.0031503748908790286,0.060625155440075545,0.00307041834830714,0.0021462502312001737,0.0062350500284829025,0.002123393316195373,0.004861856820557515,0.008385527557287947,0.07075000000000006,0.004896419879200153,0.004870674803582251,0.2116317609743382,0.0047267530269528525,0.004664516671471101,0.011008529072624758,0.004461696658097687
1702362795,1.3115486542442407,4.399995492145252,0.9318127462703986,7.614733603364936,0.8644551552574314,12.306771441220484,5.9912985142103485,0.45357602315671,5.633967203305853,4.275250691400299,0.43361836619936783,0.8826610489366951,98897920,53567488,11636736,45867008,42270720,16400384,2678784,66998272,41590784,9179136,46678016,3010560,8880128,8,20,0,46,0,56,10,0,76.228,12.228,4,0,0,0.003081413127639178,0.003556707712248866,0.039390756302521014,0.002971730498987324,0.003150375939849624,0.060627379942025855,0.003070422535211268,0.0021462790898331536,0.006234839358318275,0.002123393316195373,0.004861851216876184,0.008385568513119532,0.07075000000000006,0.004896418095490123,0.004870676691729323,0.21163399228527704,0.0047267605633802825,0.004664518538920141,0.011007767687091217,0.004461696658097687
1702362796,1.3115486542442407,4.399995492145252,0.9318127462703986,7.614733603364936,0.8644551552574317,12.306771441220484,9.050902685053877,0.45357602315671,5.633967203305853,4.275250691400299,0.43361836619936783,0.8649016861664709,98897920,53567488,11636736,45867008,42270720,16400384,2678784,108384256,41590784,9179136,46678016,3010560,8880128,8,28,4,60,4,60,8,4,96,16,14,0,0,0.003071605403525391,0.0035470494177008488,0.03939747920239142,0.0029539513655906895,0.003150375153128239,0.0606224590553744,0.003059259259259259,0.0020495001814794193,0.006171086070178819,0.002055617193755715,0.004852979702568702,0.008409650986868883,0.07131776202910686,0.0048885910864458985,0.00487067527563083,0.21266473480989734,0.004706666666666666,0.004642231677752434,0.011564066101914496,0.004446488380475527
1702362797,1.3115486542442407,4.399995492145252,0.9318127462703986,7.614733603364936,0.8644551552574317,7.555820488319301,9.027608198849489,0.45357602315671,3.797215560568829,4.275250691400299,0.3646214024668766,0.8271415221680184,98897920,53567488,11636736,45867008,42270720,16400384,2678784,108384256,41590784,9179136,46678016,3010560,8880128,8.016,26,4,46.291,2,52,10,4,80,16,6,0,0,0.0030701551460209195,0.003567045963559964,0.039413319796210024,0.0029826482839464805,0.0031562480549879365,0.059080467305260655,0.0030601503759398498,0.0020544904350440697,0.006156846921631791,0.0020469503984794617,0.004849740729666776,0.008527256249804464,0.07156718193780605,0.004907849511686004,0.004881246498978286,0.2110984095267296,0.004708270676691729,0.004640342222525127,0.011428833613976945,0.00444483565930898
1702362798,1.3115486542442407,4.399995492145252,0.9318127462703986,4.693940578006463,0.8644551552574317,9.012369626049304,7.563786519936768,0.45357602315671,4.409797709626339,4.275250691400299,0.3646214024668766,0.8271415221680184,98897920,53567488,11636736,45867008,42270720,16400384,2678784,108384256,41590784,9179136,46678016,3010560,8880128,6.049,20,4,58,4,64,6,4,106,12,14,0,0,0.003096911608093717,0.003558956158095056,0.03925438596491228,0.0029819315981931597,0.003158729485427459,0.059087298903626816,0.0030583862194906316,0.0021811861429083504,0.006331427689398167,0.002143258426966292,0.004871565495207667,0.008490714820785332,0.0705263157894737,0.004904409550440955,0.004885713073769425,0.21110405143713137,0.004705095195083137,0.004674981844833403,0.012506230709909012,0.004464606741573034
1702362799,1.3115486542442407,4.399995492145252,0.9318127462703986,5.682306820617644,0.8644551552574317,9.012369626049303,8.840063693791143,0.45357602315671,4.409797709626339,4.275250691400299,0.3646214024668766,0.8271415221680184,98897920,53567488,11636736,45867008,42270720,16400384,2678784,108384256,41590784,9179136,46678016,3010560,8880128,9.964,20,0,44,0,54,8,0,76,14,4,0,0,0.0030962434997851528,0.003557763667731345,0.0392527080507131,0.0029807059571267053,0.0031526712229468195,0.060811155307001256,0.003058394160583942,0.002146627747165079,0.006284933718272021,0.002097974577872579,0.0048707280998356835,0.00848679779789475,0.07051031056404257,0.004903561522612055,0.004874808201304274,0.21486464514944012,0.004705109489051095,0.004666796571574142,0.012267833748465441,0.004455241784430693
1702362800,0.7970055126432642,4.399995492145252,0.9318127462703983,5.682306820617644,0.8644551552574317,9.012369626049303,8.818173431478314,0.4155736169416505,4.409797709626339,4.275250691400299,0.3646214024668766,0.8271415221680184,98897920,53567488,11636736,45867008,42270720,16400384,2678784,108384256,41590784,9179136,46678016,3010560,8880128,10,12,0,52,0,64,2,0,94,10,6,0,0,0.0030969145497899866,0.0035589686622796725,0.03925438596491228,0.0029819315981931597,0.0031526717557251904,0.06080799726837941,0.0030583862194906316,0.002151590682986878,0.006289913250422561,0.0021018131101813112,0.004871569182278776,0.008490754757815858,0.0705263157894737,0.004904409550440955,0.0048748091603053436,0.21485307523870972,0.004705095195083137,0.004668257312362944,0.012284734652646854,0.004456066945606695
1702362801,0.7186920379231063,4.399995492145252,0.8735561820378556,5.682306820617644,0.8644551552574317,9.012369626049303,8.796283169165488,0.42369258846564956,4.409797709626339,3.7094404537740675,0.3646214024668766,0.8271415221680184,98902016,53567488,11636736,45867008,42270720,16400384,2678784,108384256,41590784,9179136,46678016,3010560,8880128,8,14,0,60,0,60,2,0,68,10,6,0,0,0.003088972260122596,0.003542787390241863,0.0392688679245283,0.0029693857541194034,0.0031526717557251904,0.06178278581047432,0.003046499977910771,0.0020633409964588524,0.006213866023709035,0.0020311384938396927,0.004864209845446378,0.00847314530131318,0.07138888888888888,0.004907627946743865,0.0048748091603053436,0.21729178702814617,0.0046836999602393875,0.00465514886622437,0.01236696295047194,0.00443980855750262
1702362802,0.7331605509853725,4.399995492145252,0.8735561820378556,5.682306820617644,0.8644551552574317,9.012369626049303,8.774392906852661,0.4871382914399397,4.409797709626339,3.7094404537740675,0.32755125120802686,0.8271415221680184,98902016,53567488,11636736,45867008,42270720,16400384,2678784,108384256,41590784,9179136,46678016,3014656,8880128,10,10,0,52,0,58,2,0,48,6,0,0,0,0.0030891784844100595,0.0035608266369322092,0.03921577487136149,0.002999127182243372,0.0031626008794835366,0.05985642776691936,0.003031737497079763,0.0020768381348261838,0.0062269703552589985,0.002027404291036135,0.004863363353826315,0.0085648736900279,0.07117793396864584,0.004931622690046524,0.004892681583070366,0.21558297390203307,0.004657127494743573,0.004654529042321002,0.012212463776092499,0.004439219861707111
1702362803,0.8681107837359733,3.995137443479577,0.8735561820378556,5.682306820617644,0.7884737572151045,9.012369626049303,8.752502644539831,0.4231810932596376,4.409797709626339,3.7094404537740675,0.32755125120802686,0.8271415221680184,98902016,53600256,11636736,45867008,42270720,16400384,2678784,108384256,41590784,9179136,46678016,3014656,8880128,14,14,0,64,0,60,4,0,75.59,11.59,2,0,0,0.0031059602649006622,0.003551193848644273,0.039077669902912615,0.0029956337174044875,0.0031709401709401706,0.05986160868599411,0.00303125,0.002186829445877799,0.006362057390838838,0.0021423600834820384,0.004881276339554486,0.00852408477842004,0.07058823529411762,0.004926694966646452,0.004907692307692307,0.2155882730878997,0.00465625,0.004683761017101681,0.012968950704198486,0.004463146593246738
