time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,cartservice_error,checkoutservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1693313248,4.778125774583619,8.404520912260315,0.7637966923219194,8.30155996449895,0.6330426124697882,15.099475801138981,7.698877247582857,0.48420036895830776,7.533190238506735,5.418922413046342,0.2975771421062291,0.990756527464911,172933120,97255424,9543680,43134976,41631744,13447168,51777536,21872640,9027584,42913792,3018752,8224768,52,90,0,268,0,42,48,0,482,68,18,0,0,0,0,0.0017640878701050621,0.0030537544095414074,0.022954545454545453,0.001251886128156122,0.002969230769230769,0.020063653723742837,0.003019417475728155,0.0003021251850285473,0.0032725219573400254,0.0004937363834422658,0.004505635148042025,0.0046967579371745335,0.04450581395348837,0.004295121215169502,0.0046430769230769225,0.054482758620689645,0.004634951456310679,0.0026872455902306677,0.005887795275590551,0.0041932885906040265
1693313249,4.778125774583619,8.404520912260315,0.7793416049736074,8.30155996449895,0.6330426124697882,15.099475801138981,7.698877247582857,0.4864655634839733,7.5331902385067355,5.461430889736408,0.3034810209663563,0.990756527464911,172933120,97255424,9543680,43134976,41631744,13447168,51777536,21872640,9027584,42913792,3018752,8224768,56,114,4,356,4,54,56,4,596,74,38,0,0,0,0,0.0016762002042900917,0.003054044630404463,0.02294871794871795,0.001157832744405182,0.0029699999999999996,0.020100565159574472,0.0030189573459715635,0.0003036879895561358,0.0032645447430211323,0.0004823204419889504,0.004495403472931562,0.004697280334728033,0.04451807228915663,0.0042754256344362356,0.004641999999999999,0.05476461038961046,0.0046341232227488155,0.0027436210299659064,0.005770042194092827,0.004173333333333334
1693313250,4.778125774583619,8.404520912260315,0.7948865176252953,8.30155996449895,0.5486879259064875,15.099475801138981,7.698877247582857,0.4864655634839733,7.5331902385067355,5.461430889736408,0.3542327316076294,1.0060305009208945,172933120,97255424,9543680,43134976,41631744,13447168,51777536,21872640,9027584,42913792,3018752,8224768,56,100,8,246,4,38,52,4,616,86,26,0,0,0,0,0.001778877887788779,0.0030535296085647374,0.0229375,0.0012084730265163057,0.0029699999999999996,0.020094504447268107,0.0030195121951219514,0.0003024343583263129,0.0032684328917770558,0.0004964167585446527,0.004505139085337106,0.004696353295416527,0.0445,0.004280707101493447,0.004641999999999999,0.055791476407914736,0.004635121951219512,0.0027013961312026924,0.005827037773359846,0.004197760358342665
1693313251,4.778125774583619,8.404520912260313,0.9326947591012857,8.30155996449895,0.5381372156986578,15.099475801138981,7.698877247582857,0.4864655634839733,7.5331902385067355,5.461430889736408,0.3542327316076294,1.0060305009208945,172933120,97255424,9543680,43134976,41631744,13447168,51777536,21872640,9027584,42913792,3018752,8224768,98,138,4,412,2,66,78,4,820,102,26,0,0,0,0,0.0018461538461538461,0.0030535296085647374,0.0229375,0.0012084730265163057,0.0029699999999999996,0.020094504447268107,0.0030195121951219514,0.0003024343583263129,0.0032684328917770558,0.0004964167585446527,0.004518461538461539,0.004696353295416527,0.0445,0.004280707101493447,0.004641999999999999,0.055791476407914736,0.004635121951219512,0.0027013961312026924,0.005827037773359846,0.004197760358342665
1693313252,4.778125774583619,8.149605275802983,0.9326947591012855,7.019222608760554,0.5275865054908281,15.099475801138981,7.698877247582857,0.4864655634839733,7.5331902385067355,5.461430889736408,0.3542327316076294,1.0060305009208945,172933120,97280000,9543680,43134976,41631744,13447168,51777536,21872640,9027584,42913792,3018752,8224768,50,78,0,208,0,42,42,0,486,70,20,0,0,0,0,0.0017001915708812262,0.0030550522648083627,0.0229375,0.0012084730265163057,0.00296875,0.020094504447268107,0.0030195121951219514,0.0003008986239820276,0.0032777342730357607,0.0004964167585446527,0.004488697318007663,0.004699094076655053,0.0445,0.004280707101493447,0.00464375,0.055791476407914736,0.004635121951219512,0.00264381282495668,0.0059589178356713466,0.004197760358342665
1693313253,4.778125774583619,8.149605275802983,0.9326947591012855,4.850874297500001,0.5170357952829981,15.099475801138981,7.698877247582857,0.4864655634839733,7.5331902385067355,5.461430889736408,0.3542327316076294,1.0060305009208945,172933120,97280000,9543680,43134976,41631744,13447168,51777536,21872640,9027584,42913792,3018752,8224768,70,106,2,342,0,50,64,0,654,88,28,0,0,0,0,0.0017001915708812262,0.0030537273337810614,0.02297826086956522,0.001204339411225425,0.002947916666666667,0.020142697704081634,0.003020304568527919,0.00030246198152635836,0.0032663341645885286,0.0004920066152149945,0.004488697318007663,0.00469670920080591,0.04454268292682927,0.004279983701741877,0.004622916666666667,0.056609281437125805,0.004636548223350254,0.0027026917900403787,0.005794411177644708,0.0041904218928164195
1693313254,4.778125774583619,8.149605275802983,0.9326947591012855,6.462368376466836,0.5064850850751683,15.099475801138981,7.698877247582857,0.4864655634839733,7.5331902385067355,5.461430889736408,0.3542327316076294,1.0060305009208945,172933120,97280000,9543680,38895616,41631744,13447168,51777536,21872640,9027584,42913792,3018752,8224768,58,76,2,256,4,46,40,2,450,62,26,0,0,0,0,0.0015924391506991196,0.003053988157436434,0.022995689655172413,0.0010967952910398947,0.0029504950495049505,0.020161774516344228,0.0030193236714975845,0.000304543371147015,0.00326344505066251,0.00048106476399560925,0.004475919212843086,0.0046971786833855805,0.044548192771084336,0.004260518857641159,0.004621782178217821,0.05754224270353309,0.004634782608695652,0.0027762365780672395,0.005751578947368422,0.004170986920332937
1693313255,4.778125774583619,8.149605275802983,0.9326947591012855,6.593716882260519,0.596702037488384,15.039372465540026,7.698877247582857,0.4864655634839733,7.5331902385067355,5.461430889736408,0.3542327316076294,1.0060305009208945,172933120,97280000,9543680,38895616,41635840,13402112,51777536,21872640,9027584,42913792,3018752,8224768,70,116,4,344,6,66,62,6,664,84,48,0,0,0,0,0.0016888567293777135,0.0030526934049337137,0.022804878048780487,0.001134190014746156,0.0029504950495049505,0.020089825119236883,0.0030192307692307693,0.000302069460993902,0.0032617566558845487,0.0004926229508196721,0.004484418716835505,0.004694848128880686,0.044411764705882345,0.004266610490836319,0.004621782178217821,0.05619300911854116,0.004634615384615385,0.0026882949932340973,0.005723684210526323,0.004191431792559187
1693313256,4.778125774583619,8.149605275802983,0.9326947591012855,6.725065388054204,0.596702037488384,15.039372465540026,7.698877247582857,0.4864655634839733,6.3819304403069435,5.362892592121979,0.3542327316076294,1.0060305009208945,172933120,97280000,9543680,38895616,41635840,13402112,51777536,21872640,9027584,42926080,3018752,8224768,66,98,0,424,0,60,56,0,496,66,18,0,0,0,0,0.0017613861386138617,0.0030526934049337137,0.022804878048780487,0.001134190014746156,0.0029504950495049505,0.020089825119236883,0.0030192307692307693,0.000302069460993902,0.0032617566558845487,0.0004926229508196721,0.004502772277227724,0.004694848128880686,0.044411764705882345,0.004266610490836319,0.004621782178217821,0.05619300911854116,0.004634615384615385,0.0026882949932340973,0.005723684210526323,0.004191431792559187
1693313257,4.778125774583619,8.149605275802983,0.9326947591012855,7.880910347620981,0.596702037488384,15.039372465540026,7.3822765550580645,0.4864655634839733,7.522133967042928,5.362892592121979,0.3516641123320189,1.0060305009208945,172933120,97280000,9543680,38895616,41635840,13402112,51785728,21872640,9027584,42926080,3018752,8224768,74,124,10,318,8,72,68,10,716,94,44,0,0,0,0,0.0016466239526860525,0.0030544815465729353,0.022804878048780487,0.001134190014746156,0.002958974358974359,0.020089825119236883,0.0030192307692307693,0.00030035221139692995,0.0032716113867850612,0.0004926229508196721,0.004482306554953179,0.004698066783831284,0.044411764705882345,0.004266610490836319,0.004624615384615384,0.05619300911854116,0.004634615384615385,0.002622743177046887,0.005871926229508196,0.004191431792559187
1693313258,4.778125774583619,8.149605275802983,0.9326947591012855,7.880910347620981,0.6077558005132215,15.039372465540026,7.3822765550580645,0.4864655634839733,7.607525384816069,5.362892592121979,0.3516641123320189,1.0060305009208945,172933120,48611328,9543680,38895616,41635840,13402112,51785728,21872640,9207808,42926080,3018752,8224768,50,88,8,262,8,52,44,8,460,54,38,0,0,0,0,0.0016466239526860525,0.0030526315789473684,0.02271186440677966,0.001128895932382461,0.0029481865284974097,0.01994811320754717,0.0030100502512562816,0.00030192847124824683,0.0032618453865336655,0.00048715846994535516,0.004482306554953179,0.004694736842105264,0.044375,0.004265335446381405,0.0046227979274611405,0.055577812018489915,0.004618090452261307,0.0026833672776646307,0.005726626016260163,0.004182006920415224
1693313259,4.778125774583619,8.149605275802983,0.9326947591012855,7.880910347620981,0.6077558005132215,15.039372465540026,7.3822765550580645,0.4864655634839733,7.607525384816069,5.362892592121979,0.3516641123320189,1.0060305009208945,172933120,48611328,9543680,38895616,41635840,13402112,51785728,21872640,9207808,42926080,3018752,8224768,56,120,14,370,12,70,66,14,588,78,42,0,0,0,0,0.0015442032821598732,0.0030505931612002796,0.02241803278688525,0.0010015929002161784,0.0029507389162561574,0.01993382352941176,0.0030095693779904303,0.0003037348574032582,0.0032524522457408364,0.00047174381054897744,0.004469772366331393,0.0046910676901605036,0.044166666666666674,0.004242917282967345,0.00462167487684729,0.05612877583465811,0.004617224880382775,0.0027488983653162742,0.0055778508771929915,0.0041528554070473876
1693313260,1.886656620964327,8.149605275802983,0.9464475333208187,7.880910347620981,0.6077558005132215,15.039372465540026,7.3822765550580645,0.4968289684823453,7.607525384816069,5.362892592121979,0.3516641123320189,0.9762959730001941,172933120,48611328,9699328,38895616,41635840,13402112,51785728,22007808,9207808,42926080,3018752,8232960,48,68,0,228,0,36,34,0,372,52,8,0,0,0,0,0.0016549019607843142,0.0030502680965147455,0.022159090909090906,0.0010008686210640596,0.0029507389162561574,0.01985147744945568,0.0030093896713615023,0.00030095144015805355,0.0032561307901907356,0.0004863197424892704,0.004484705882352941,0.004690482573726541,0.0439375,0.004240825190010858,0.00462167487684729,0.05578506097560976,0.0046169014084507035,0.0026463064295485705,0.005637681159420296,0.004180454545454545
1693313261,1.8493107650706577,7.8947742718592755,0.9464475333208187,7.880910347620981,0.6077558005132215,15.039372465540026,7.298239792110269,0.3799727142992404,7.607525384816069,5.274067740577944,0.3516641123320189,0.9762959730001941,172933120,48611328,9699328,38895616,41635840,13402112,51785728,22007808,9207808,42926080,3018752,8232960,62,106,8,436,8,70,62,10,530,58,34,0,0,0,0,0.0017151454363089269,0.0030502680965147455,0.022159090909090906,0.0010008686210640596,0.0029507389162561574,0.01985147744945568,0.0030093896713615023,0.00030095144015805355,0.0032561307901907356,0.0004863197424892704,0.0044970912738214654,0.004690482573726541,0.0439375,0.004240825190010858,0.00462167487684729,0.05578506097560976,0.0046169014084507035,0.0026463064295485705,0.005637681159420296,0.004180454545454545
1693313262,2.1843499408792875,7.8947742718592755,0.9464475333208187,7.880910347620981,0.6077558005132215,15.039372465540026,7.298239792110269,0.3877719325623374,7.607525384816069,5.274067740577944,0.3516641123320189,0.9762959730001941,172015616,48611328,9699328,38895616,41635840,13402112,51785728,22007808,9207808,42926080,3018752,8232960,60,96,10,304,12,70,48,12,506,62,44,0,0,0,0,0.0015724275724275727,0.0030516309087737664,0.022159090909090906,0.0010008686210640596,0.002969230769230769,0.01985147744945568,0.0030093896713615023,0.0002994263630376764,0.0032660455486542444,0.0004863197424892704,0.004467932067932069,0.004692935635792778,0.0439375,0.004240825190010858,0.004626666666666667,0.05578506097560976,0.0046169014084507035,0.002585684062059243,0.005793750000000002,0.004180454545454545
1693313263,2.1843499408792875,7.8947742718592755,0.9464475333208187,7.880910347620981,0.6077558005132215,15.039372465540026,7.298239792110269,0.3955711508254343,7.607525384816069,5.274067740577944,0.3516641123320189,0.8138703411015367,172015616,48611328,9699328,38895616,41635840,13402112,51785728,22007808,9207808,42926080,3018752,8232960,56,104,0,322,0,42,48,0,624,80,22,0,0,0,0,0.0015724275724275727,0.003050242840395244,0.02226190476190476,0.0004997048722901909,0.002949748743718593,0.01987947122861586,0.003,0.00030104730198363155,0.003255561047948591,0.0004825456498388829,0.004467932067932069,0.004690437112711439,0.04403846153846155,0.004240261153427639,0.004622110552763819,0.057305433186490444,0.0046,0.0026500000000000004,0.0056283643892339535,0.004173641618497109
1693313264,2.1843499408792875,7.8947742718592755,0.9464475333208187,7.880910347620981,0.6077558005132215,14.973941929770303,7.298239792110269,0.40337036908853113,7.607525384816069,5.274067740577944,0.3516641123320189,0.9578732858305186,172015616,48611328,9699328,38895616,41635840,13402112,51785728,22007808,9207808,42926080,3018752,8232960,52.463,88.388,1.898,244.552,0,38,47.438,0,481.764,66.993,22.516,0,0,0,0,0.0014542549170628162,0.0030496732179597385,0.022115346361955744,0.0004851188804734185,0.0029526066350710903,0.0199607820651715,0.003,0.00030363282398522084,0.003256164539825029,0.000470721015615865,0.004455112129127348,0.004689411792327529,0.04391021912590908,0.004218133987402105,0.00462085308056872,0.05882617809873119,0.0046,0.002745332727453043,0.005640136519845756,0.004150781381126533
1693313265,2.1843499408792875,7.8947742718592755,0.9464475333208187,7.880910347620981,0.6077558005132215,15.036189259291689,7.298239792110269,0.46795309578581584,7.607525384816069,5.274067740577944,0.3477884539809793,0.9578732858305186,172015616,48611328,9699328,38895616,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8232960,52,92,0,242,0,36,46,0,530,76,24,0,0,0,0,0.0015685685685685685,0.0030498828255775025,0.02198905109489051,0.0004915997464074387,0.0029526066350710903,0.019944270015698585,0.003,0.0003014841815201088,0.003254960317460317,0.0004825830653804931,0.004465865865865867,0.004689789086039505,0.04378125,0.004227735932653967,0.00462085308056872,0.05871082621082627,0.0046,0.0026666893732970017,0.005618750000000002,0.004173702422145329
1693313266,2.1843499408792875,7.8947742718592755,0.9195596922634457,7.880910347620981,0.6077558005132215,15.036189259291689,7.298239792110269,0.46795309578581584,7.607525384816069,5.274067740577944,0.3477884539809793,0.9578732858305186,172015616,48611328,9699328,38895616,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8232960,60,116,8,360,8,52,58,8,690,90,42,0,0,0,0,0.001591679506933744,0.0030498828255775025,0.02198905109489051,0.0004915997464074387,0.0029526066350710903,0.019944270015698585,0.003,0.0003014841815201088,0.003254960317460317,0.0004825830653804931,0.004436671802773497,0.004689789086039505,0.04378125,0.004227735932653967,0.00462085308056872,0.05871082621082627,0.0046,0.0026666893732970017,0.005618750000000002,0.004173702422145329
1693313267,2.1843499408792875,7.879047928139762,0.9195596922634457,7.880910347620981,0.6077558005132215,15.036189259291689,7.298239792110269,0.46795309578581584,7.607525384816069,5.274067740577944,0.3477884539809793,0.9578732858305186,172015616,48611328,9699328,38895616,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8232960,70,110,2,248,0,52,56,0,666,90,32,0,0,0,0,0.0014550102249488754,0.0030497024851242564,0.02198905109489051,0.0004915997464074387,0.0029605911330049263,0.019944270015698585,0.003,0.00029980117897380446,0.0032571947109152183,0.0004825830653804931,0.0044087934560327205,0.0046894644732236625,0.04378125,0.004227735932653967,0.004623645320197043,0.05871082621082627,0.0046,0.0026009860891001955,0.005654094827586199,0.004173702422145329
1693313268,2.1843499408792875,7.879047928139762,0.9195596922634457,7.880910347620981,0.6077558005132215,15.036189259291689,7.298239792110269,0.46795309578581584,7.637739511517287,5.227142357447423,0.3477884539809793,0.9578732858305186,172015616,48611328,9699328,38895616,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8232960,64,82,0,288,0,54,50,0,462,56,22,0,0,0,0,0.0014550102249488754,0.003048460373548713,0.02193181818181818,0.000490962900327661,0.00296,0.01979625038735668,0.003,0.0003014482638283022,0.003248825129854069,0.000478249194414608,0.0044087934560327205,0.0046872286723876845,0.04374999999999999,0.0042267525830463285,0.004624,0.05624255952380958,0.0046,0.0026653367433930085,0.005513800424628457,0.004165606595995289
1693313269,2.1843499408792875,7.879047928139762,0.9195596922634457,7.880910347620981,0.6077558005132215,15.036189259291689,7.298239792110269,0.46795309578581584,7.637739511517287,5.227142357447423,0.3477884539809793,0.9578732858305186,172015616,48611328,9699328,38895616,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8232960,62,108,0,306,0,48,52,0,626,80,20,0,0,0,0,0.0013193916349809884,0.0030432885320300232,0.021769230769230766,0.00047411683336880193,0.0029609756097560974,0.01962101910828026,0.003,0.00030143966660352333,0.0032266564338705554,0.000468032786885246,0.004326453014665942,0.004677919357654042,0.04361111111111111,0.004189389028928101,0.0046234146341463415,0.053834951456310766,0.0046,0.0026651731160896087,0.005094202898550729,0.004141353383458646
1693313270,2.1843499408792875,7.879047928139762,0.9195596922634457,7.707687411721623,0.6075078340205281,15.036189259291689,7.298239792110269,0.46795309578581584,7.637739511517287,5.227142357447423,0.3477884539809793,0.9578732858305186,172015616,48611328,9699328,43196416,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8232960,50,94,4,282,4,60,44,6,554,66,36,0,0,0,0,0.0014532266133066535,0.0030435949027498325,0.02169776119402985,0.0004720787768327258,0.0029609756097560974,0.01952776101388051,0.003,0.000298781543147911,0.0032258143521920156,0.0004820261437908497,0.004349874937468735,0.0046784708249496985,0.04352739726027397,0.004176868245573694,0.0046234146341463415,0.052484076433121016,0.0046,0.0025583377920456603,0.005076744186046516,0.004169014084507042
1693313271,2.1843499408792875,7.879047928139762,0.9195596922634457,7.707687411721623,0.6075078340205281,15.036189259291689,7.298239792110269,0.46795309578581584,7.637739511517287,5.227142357447423,0.301686196168684,0.9394330610423378,172015616,48611328,9699328,43196416,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8245248,68,90,2,254,4,62,50,4,566,72,24,0,0,0,0,0.0015106815869786367,0.0030435949027498325,0.02169776119402985,0.0004720787768327258,0.0029609756097560974,0.01952776101388051,0.003,0.000298781543147911,0.0032258143521920156,0.0004820261437908497,0.004342828077314344,0.0046784708249496985,0.04352739726027397,0.004176868245573694,0.0046234146341463415,0.052484076433121016,0.0046,0.0025583377920456603,0.005076744186046516,0.004169014084507042
1693313272,2.1843499408792875,7.879047928139762,0.9195596922634457,7.626381641800741,0.6075078340205281,15.036189259291689,7.298239792110269,0.46795309578581584,7.637739511517287,5.227142357447423,0.29588972193566765,0.9394330610423378,172015616,48611328,9699328,43196416,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8245248,40,58,0,272,0,40,32,0,324,44,16,0,0,0,0,0.001364926507856057,0.003043432574430823,0.02169776119402985,0.0004720787768327258,0.0029481865284974092,0.01952776101388051,0.003,0.0002971113572640105,0.003230138390568939,0.0004820261437908497,0.0043135326913329945,0.004678178633975482,0.04352739726027397,0.004176868245573694,0.004606217616580311,0.052484076433121016,0.0046,0.0024850073855243737,0.0051658711217183895,0.004169014084507042
1693313273,2.1843499408792875,7.879047928139762,0.9195596922634457,7.626381641800741,0.5031708948101441,15.036189259291689,7.2140014396620975,0.46795309578581584,7.637739511517287,5.20613623523655,0.2900932477026513,0.9394330610423378,172015616,48611328,9699328,43196416,41635840,13406208,51785728,22007808,9207808,42926080,3018752,8245248,62,114,4,336,8,60,56,6,618,78,40,0,0,0,0,0.001364926507856057,0.0030421798549012994,0.021666666666666664,0.00047147055842708017,0.0029239130434782607,0.019436714542190307,0.003,0.0002986765521064302,0.0032238036809815952,0.00047704918032786885,0.0043135326913329945,0.0046759237388223395,0.043529411764705886,0.004175354794046383,0.004584782608695653,0.049998066511987634,0.004600000000000001,0.0025536397782149915,0.00503411764705883,0.004159566787003611
1693313274,2.1843499408792875,7.879047928139762,0.9195596922634457,7.626381641800741,0.6144323792620272,15.036189259291689,7.2140014396620975,0.46795309578581584,7.637739511517287,5.20613623523655,0.3434828880616081,0.9394330610423378,172015616,48611328,9699328,43196416,41639936,13406208,51785728,22007808,9207808,42926080,3022848,8245248,80,130,2,436,0,58,64,0,732,96,28,0,0,0,0,0.0012363834422657954,0.0030422633601117706,0.02164,0.0004573220477258821,0.0029267015706806285,0.019405871388630012,0.003,0.0002996027284311521,0.0032113821138211383,0.00046564885496183206,0.004280392156862746,0.0046760740482011875,0.04350746268656717,0.004145508684863524,0.004585340314136125,0.04951311605723371,0.0046,0.002590893568582811,0.004980487804878048,0.0041362831858407076
1693313275,1.8753234905217635,7.879047928139762,0.7820088882957053,7.626381641800741,0.6144323792620272,15.036189259291689,5.98963510365478,0.4327655282225602,7.637739511517287,5.20613623523655,0.3434828880616081,0.9394330610423378,171888640,48611328,9699328,43196416,41639936,13406208,51785728,21970944,9207808,42926080,3022848,8245248,36,76,6,208,8,24,30,6,338,42,20,0,0,0,0,0.0013671205244578921,0.0030419392719342395,0.02171153846153846,0.0004598728938811706,0.0029267015706806285,0.019442124105011935,0.003,0.0002977190156292843,0.003213346322454944,0.0004820065430752454,0.0043040847201210285,0.004675490689481631,0.043556338028169016,0.004150142045454545,0.004585340314136125,0.04950075642965206,0.0046,0.002511728617827496,0.004984023380418898,0.0041689776733255
1693313276,1.8753234905217635,7.879047928139762,0.7666828934246478,7.626381641800741,0.6144323792620272,15.036189259291689,5.869401746327077,0.4327655282225602,7.637739511517287,5.20613623523655,0.3434828880616081,0.9394330610423378,86736896,48611328,9699328,43196416,41639936,13406208,51785728,21970944,9207808,42926080,3022848,8245248,56,106,2,300,0,46,44,2,562,78,18,0,0,0,0,0.0014457025218733918,0.0030419392719342395,0.02171153846153846,0.0004598728938811706,0.0029267015706806285,0.019442124105011935,0.003,0.0002977190156292843,0.003213346322454944,0.0004820065430752454,0.004312197632527021,0.004675490689481631,0.043556338028169016,0.004150142045454545,0.004585340314136125,0.04950075642965206,0.0046,0.002511728617827496,0.004984023380418898,0.0041689776733255
1693313277,1.8753234905217635,7.879047928139762,0.9196977341261054,7.626381641800741,0.6144323792620272,15.068185451867254,6.942620977065425,0.4327655282225602,7.60056905873201,5.20613623523655,0.3434828880616081,0.9394330610423378,86736896,48611328,9568256,43196416,41639936,13545472,51843072,21970944,8884224,42926080,3022848,8245248,68,98,0,332,0,60,56,0,546,78,20,0,0,0,0,0.0013124999999999999,0.0030437598459653425,0.02171153846153846,0.0004598728938811706,0.0029239130434782607,0.019442124105011935,0.003,0.0002961338086098162,0.00321888521252227,0.0004820065430752454,0.004285450819672132,0.004678767722737616,0.043556338028169016,0.004150142045454545,0.004584782608695653,0.04950075642965206,0.0046,0.0024396117229792723,0.004993993382540088,0.0041689776733255
1693313278,1.8753234905217635,7.879047928139762,0.9642689592166598,7.626381641800742,0.6144323792620272,15.068185451867254,6.942620977065425,0.4327655282225602,7.60056905873201,5.20613623523655,0.3434828880616081,0.9394330610423378,86736896,48611328,9568256,43196416,41639936,13545472,51843072,21970944,8884224,42926080,3022848,8245248,82,136,0,330,0,46,56,0,796,102,36,0,0,0,0,0.0013124999999999999,0.0030420875420875426,0.021607142857142853,0.00045929831477283927,0.0029135135135135133,0.01938389679715303,0.003,0.0002976904876208765,0.0032128592303945444,0.00047764449291166856,0.004285450819672132,0.004675757575757576,0.04347014925373135,0.004148901816454947,0.004582702702702703,0.04941595990747881,0.004600000000000001,0.0025107497741644114,0.004983146614710181,0.004160718562874251
1693313279,1.8753234905217635,7.725124888593915,0.9642689592166598,7.626381641800742,0.6144323792620272,12.443847274692908,6.942620977065425,0.4327655282225602,7.60056905873201,5.20613623523655,0.33618198588857867,0.916016414527302,86736896,48611328,9568256,43196416,41639936,13545472,51843072,21970944,8884224,42926080,3022848,8245248,68,100,10,390,12,76,60,12,494,60,34,0,0,0,0,0.0011719356627842483,0.003042292904578819,0.021484375,0.0004452487562189054,0.0029179487179487183,0.019367479173094726,0.003,0.00029893128916741267,0.003201718907987867,0.0004644793926247289,0.004257459789240156,0.004676127228241874,0.04333333333333334,0.004114818146767769,0.0045835897435897435,0.04953099510603588,0.0046,0.0025640681861712313,0.00496309403437816,0.004133754740834388
1693313280,1.8753234905217635,7.725124888593915,0.9642689592166598,7.626381641800742,0.5750879309434559,12.695344824657395,6.942620977065425,0.4378697917581933,7.60056905873201,5.20613623523655,0.33618198588857867,0.916016414527302,86736896,48611328,9568256,43196416,41639936,13545472,51843072,21970944,8884224,42926080,3022848,8245248,52,110,6,266,4,56,48,6,662,82,40,0,0,0,0,0.001314759186283628,0.0030413426571235867,0.02155558656160472,0.0004495815968361851,0.0029179487179487183,0.01936504472341815,0.0029902850370140087,0.00029728038739231037,0.0032066360828664248,0.0004774473116869036,0.004284213215860302,0.004674416782822457,0.043380313203342576,0.004137309786461048,0.0045835897435897435,0.04968526470029432,0.0045980570074028015,0.002491984839824791,0.004971944949159565,0.004160337735986712
1693313281,1.8753234905217635,7.725124888593915,0.9642689592166598,7.626381641800742,0.5750879309434559,12.946842374621884,6.942620977065425,0.4378697917581933,7.640151267978805,5.20613623523655,0.33618198588857867,0.9441378714111114,86736896,48611328,9568256,43196416,41639936,13545472,51843072,21970944,8884224,42926080,3022848,8314880,54,126,8,250,4,44,54,6,702,102,36,0,0,0,0,0.0014294541709577752,0.0030413445378151263,0.021555555555555557,0.00044955028226963925,0.0029179487179487183,0.019365008880994673,0.0029902912621359223,0.00029728502911956147,0.0032066618040359836,0.0004774945770065076,0.004307312049433573,0.004674420168067227,0.04338028169014085,0.004137233009708739,0.0045835897435897435,0.049685287175452404,0.0045980582524271845,0.002492192902638764,0.0049719912472647705,0.004160429082240762
1693313282,1.8753234905217635,7.725124888593915,0.9642689592166598,7.530827255052445,0.5750879309434559,15.089852997869288,6.942620977065425,0.4378697917581933,7.640151267978805,5.20613623523655,0.33618198588857867,0.9441378714111114,86736896,48611328,9568256,38715392,41639936,13545472,51843072,21970944,8884224,42926080,3022848,8314880,90,150,4,422,0,70,78,0,852,106,50,0,0,0,0,0.001282340862422998,0.0030423743652600245,0.021555555555555557,0.00044955028226963925,0.002914893617021277,0.019365008880994673,0.0029902912621359223,0.00029583761562178827,0.003213272543059777,0.0004774945770065076,0.00427782340862423,0.004676273857468044,0.04338028169014085,0.004137233009708739,0.004582978723404256,0.049685287175452404,0.0045980582524271845,0.002425309800976344,0.0049838905775075985,0.004160429082240762
1693313283,1.8753234905217635,7.725124888593915,0.9642689592166598,7.3188246539679795,0.5750879309434559,15.089852997869288,5.354318616652264,0.4378697917581933,7.640151267978805,3.3228760950000025,0.33618198588857867,0.9441378714111114,86736896,48611328,9568256,38715392,41639936,13545472,51843072,21970944,8884224,42926080,3022848,8314880,54,76,0,274,0,52,40,0,434,54,16,0,0,0,0,0.001282340862422998,0.003040795853536198,0.02150763358778626,0.00044914808078874306,0.002875,0.019406028368794327,0.002989949748743719,0.000297595791349647,0.003205783132530121,0.00047369848156182215,0.00427782340862423,0.004673432536365157,0.043345588235294115,0.004136301703163015,0.004574999999999999,0.04997259201252936,0.0045979899497487434,0.002506022788931087,0.004970409638554218,0.004152969696969697
